mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbpererr1,mpl_orbpererr2,mpl_orbperlim,mpl_orbsmax,mpl_orbsmaxerr1,mpl_orbsmaxerr2,mpl_orbsmaxlim,mpl_orbeccen,mpl_orbeccenerr1,mpl_orbeccenerr2,mpl_orbeccenlim,mpl_orbincl,mpl_orbinclerr1,mpl_orbinclerr2,mpl_orbincllim,mpl_bmassj,mpl_bmassjerr1,mpl_bmassjerr2,mpl_bmassjlim,mpl_bmassprov,mpl_radj,mpl_radjerr1,mpl_radjerr2,mpl_radjlim,mpl_dens,mpl_denserr1,mpl_denserr2,mpl_denslim,ra,raerr,dec,decerr,mst_teff,mst_tefferr1,mst_tefferr2,mst_tefflim,mst_teffblend,mst_mass,mst_masserr1,mst_masserr2,mst_masslim,mst_massblend,mst_rad,mst_raderr1,mst_raderr2,mst_radlim,mst_radblend,rowupdate
Kepler-357,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,16.85827722,0.00005968,-0.00005968,0,,,,,,,,,,,,,,,,,,0.211,0.037,-0.019,0,,,,,291.243104,0.000017,44.00872,0.000017,5029,77.84,-105.38,0,0,0.81,0.038,-0.042,0,0,0.77,0.03,-0.04,0,0,5/10/16
Kepler-357,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,49.5004952,0.0003119,-0.0003119,0,,,,,,,,,,,,,,,,,,0.285,0.012,-0.049,0,,,,,291.243104,0.000017,44.00872,0.000017,5029,77.84,-105.38,0,0,0.81,0.038,-0.042,0,0,0.77,0.03,-0.04,0,0,5/10/16
Kepler-99,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.60357804,0.00000378,-0.00000378,0,,,,,,,,,,,,,,,,,,0.161,0.004,-0.021,0,,,,,297.354004,0.000017,41.300049,0.000017,4853,79.92,-65.03,0,0,0.81,0.029,-0.029,0,0,0.75,0.02,-0.01,0,0,5/10/16
Kepler-106,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,13.57076622,0.00001624,-0.00001624,0,,,,,,,,,,,,,,,,,,0.215,0.018,-0.013,0,,,,,300.863971,0.000017,44.337555,0.000017,5955,98.85,-89.5,0,0,1.05,0.047,-0.049,0,0,1.05,0.09,-0.07,0,0,5/10/16
Kepler-406,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,2.42630084,0.00000235,-0.00000235,0,,,,,,,,,,,,,,,,,,0.113,0.005,-0.004,0,,,,,291.848044,0.000019,44.968224,0.000017,5720,77.73,-70.99,0,0,1.03,0.035,-0.033,0,0,0.97,0.04,-0.03,0,0,5/10/16
Kepler-186,f,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,5,129.94577,0.001737,-0.001737,0,,,,,,,,,,,,,,,,,,0.1,0.02,-0.01,0,,,,,298.652714,0.000017,43.955017,0.000017,3871,43.92,-41.32,0,0,0.51,0.031,-0.027,0,0,0.49,0.03,-0.03,0,0,5/10/16
Kepler-414,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit Timing Variations,2,4.69965324,0.00000795,-0.00000795,0,,,,,,,,,,,,,,,,,,0.193,0.025,-0.019,0,,,,,297.961566,0.000031,48.244362,0.000019,5580,91.69,-78.54,0,0,0.95,0.038,-0.039,0,0,0.94,0.08,-0.05,0,0,5/10/16
Kepler-414,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit Timing Variations,2,7.17073208,0.00000799,-0.00000799,0,,,,,,,,,,,,,,,,,,0.266,0.029,-0.021,0,,,,,297.961566,0.000031,48.244362,0.000019,5580,91.69,-78.54,0,0,0.95,0.038,-0.039,0,0,0.94,0.08,-0.05,0,0,5/10/16
Kepler-418,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,86.67855186,0.00006294,-0.00006294,0,,,,,,,,,,,,,,,,,,0.922,0.118,-0.074,0,,,,,294.433512,0.000019,38.35545,0.000017,5916,98.04,-98.26,0,0,1.05,0.049,-0.05,0,0,1.09,0.14,-0.09,0,0,5/10/16
Kepler-416,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit Timing Variations,2,6.31942727,0.00001163,-0.00001163,0,,,,,,,,,,,,,,,,,,0.219,0.021,-0.015,0,,,,,291.556965,0.000017,39.227287,0.000017,5758,84.03,-70.35,0,0,1.01,0.038,-0.034,0,0,1.02,0.1,-0.07,0,0,5/10/16
Kepler-248,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,16.23946714,0.00001509,-0.00001509,0,,,,,,,,,,,,,,,,,,0.368,0.01,-0.007,0,,,,,293.061384,0.000017,43.581356,0.000017,5182,71.2,-55.72,0,0,0.9,0.023,-0.024,0,0,0.82,0.02,-0.01,0,0,5/10/16
Kepler-249,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,3.30654898,0.00000593,-0.00000593,0,,,,,,,,,,,,,,,,,,0.089,0.009,-0.012,0,,,,,296.985068,0.000017,43.658524,0.000017,3632,40.84,-39.12,0,0,0.4,0.031,-0.037,0,0,0.38,0.03,-0.03,0,0,5/10/16
Kepler-249,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,7.11372736,0.00001206,-0.00001206,0,,,,,,,,,,,,,,,,,,0.104,0.012,-0.011,0,,,,,296.985068,0.000017,43.658524,0.000017,3632,40.84,-39.12,0,0,0.4,0.031,-0.037,0,0,0.38,0.03,-0.03,0,0,5/10/16
Kepler-249,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,15.36843606,0.00003699,-0.00003699,0,,,,,,,,,,,,,,,,,,0.096,0.007,-0.009,0,,,,,296.985068,0.000017,43.658524,0.000017,3632,40.84,-39.12,0,0,0.4,0.031,-0.037,0,0,0.38,0.03,-0.03,0,0,5/10/16
Kepler-250,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,4.14808732,0.00002956,-0.00002956,0,,,,,,,,,,,,,,,,,,0.1,0.005,-0.01,0,,,,,289.594765,0.000017,44.141953,0.000017,5097,73.38,-67.39,0,0,0.83,0.034,-0.038,0,0,0.79,0.04,-0.03,0,0,5/10/16
Kepler-250,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,7.15681773,0.00001233,-0.00001233,0,,,,,,,,,,,,,,,,,,0.215,0.012,-0.011,0,,,,,289.594765,0.000017,44.141953,0.000017,5097,73.38,-67.39,0,0,0.83,0.034,-0.038,0,0,0.79,0.04,-0.03,0,0,5/10/16
Kepler-250,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,17.64830992,0.00005847,-0.00005847,0,,,,,,,,,,,,,,,,,,0.2,0.015,-0.009,0,,,,,289.594765,0.000017,44.141953,0.000017,5097,73.38,-67.39,0,0,0.83,0.034,-0.038,0,0,0.79,0.04,-0.03,0,0,5/10/16
Kepler-251,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,4.79091735,0.0000232,-0.0000232,0,,,,,,,,,,,,,,,,,,0.133,0.01,-0.007,0,,,,,296.566237,0.000017,44.105865,0.000017,5622,94.14,-90.81,0,0,0.95,0.04,-0.042,0,0,0.91,0.05,-0.04,0,0,5/10/16
Kepler-301,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,2.5085541,0.00000702,-0.00000702,0,,,,,,,,,,,,,,,,,,0.131,0.021,-0.01,0,,,,,283.982968,0.000017,49.23299,0.000017,5717,73.25,-75.89,0,0,0.98,0.046,-0.055,0,0,0.96,0.14,-0.07,0,0,5/10/16
Kepler-301,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,5.41907559,0.00002107,-0.00002107,0,,,,,,,,,,,,,,,,,,0.132,0.03,-0.012,0,,,,,283.982968,0.000017,49.23299,0.000017,5717,73.25,-75.89,0,0,0.98,0.046,-0.055,0,0,0.96,0.14,-0.07,0,0,5/10/16
Kepler-301,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,13.75134642,0.00005128,-0.00005128,0,,,,,,,,,,,,,,,,,,0.188,0.043,-0.019,0,,,,,283.982968,0.000017,49.23299,0.000017,5717,73.25,-75.89,0,0,0.98,0.046,-0.055,0,0,0.96,0.14,-0.07,0,0,5/10/16
Kepler-302,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,30.1836854,0.0001176,-0.0001176,0,,,,,,,,,,,,,,,,,,0.323,0.05,-0.036,0,,,,,294.316985,0.000017,43.629345,0.000017,5781,85.85,-98.27,0,0,1.02,0.044,-0.043,0,0,1.11,0.2,-0.12,0,0,5/10/16
Kepler-302,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,127.2824031,0.0002105,-0.0002105,0,,,,,,,,,,,,,,,,,,1.048,0.185,-0.118,0,,,,,294.316985,0.000017,43.629345,0.000017,5781,85.85,-98.27,0,0,1.02,0.044,-0.043,0,0,1.11,0.2,-0.12,0,0,5/10/16
Kepler-303,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,1.93703207,0.00000257,-0.00000257,0,,,,,,,,,,,,,,,,,,0.084,0.004,-0.004,0,,,,,283.135465,0.000019,43.657055,0.000017,4070,46.67,-41.03,0,0,0.52,0.02,-0.017,0,0,0.51,0.02,-0.02,0,0,5/10/16
Kepler-303,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,7.06117359,0.00001286,-0.00001286,0,,,,,,,,,,,,,,,,,,0.103,0.004,-0.005,0,,,,,283.135465,0.000019,43.657055,0.000017,4070,46.67,-41.03,0,0,0.52,0.02,-0.017,0,0,0.51,0.02,-0.02,0,0,5/10/16
Kepler-304,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,3.29570364,0.00000142,-0.00000142,0,,,,,,,,,,,,,,,,,,0.278,0.025,-0.009,0,,,,,294.441763,0.000019,40.557587,0.000017,4817,68.1,-46.95,0,0,0.8,0.02,-0.026,0,0,0.73,0.01,-0.02,0,0,5/10/16
Kepler-358,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,34.0607631,0.0001187,-0.0001187,0,,,,,,,,,,,,,,,,,,0.247,0.033,-0.021,0,,,,,293.230225,0.000019,48.281376,0.000017,5571,73.52,-89.03,0,0,0.94,0.043,-0.049,0,0,0.91,0.16,-0.06,0,0,5/10/16
Kepler-358,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,83.4886218,0.0005236,-0.0005236,0,,,,,,,,,,,,,,,,,,0.293,0.063,-0.037,0,,,,,293.230225,0.000019,48.281376,0.000017,5571,73.52,-89.03,0,0,0.94,0.043,-0.049,0,0,0.91,0.16,-0.06,0,0,5/10/16
Kepler-359,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,25.5638576,0.0001237,-0.0001237,0,,,,,,,,,,,,,,,,,,0.39,0.103,-0.049,0,,,,,293.293635,0.000019,42.196354,0.000019,6090,108.88,-167.21,0,0,1.14,0.081,-0.079,0,0,1.19,0.23,-0.14,0,0,5/10/16
Kepler-359,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,57.6899118,0.0003841,-0.0003841,0,,,,,,,,,,,,,,,,,,0.53,0.103,-0.103,0,,,,,293.293635,0.000019,42.196354,0.000019,6090,108.88,-167.21,0,0,1.14,0.081,-0.079,0,0,1.19,0.23,-0.14,0,0,5/10/16
Kepler-359,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,77.085964,0.001371,-0.001371,0,,,,,,,,,,,,,,,,,,3.106,4.152,-2.728,0,,,,,293.293635,0.000019,42.196354,0.000019,6090,108.88,-167.21,0,0,1.14,0.081,-0.079,0,0,1.19,0.23,-0.14,0,0,5/10/16
Kepler-360,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,3.28972217,0.00000833,-0.00000833,0,,,,,,,,,,,,,,,,,,0.125,0.018,-0.009,0,,,,,286.284731,0.000017,44.781555,0.000017,5631,66.51,-70.82,0,0,0.95,0.04,-0.05,0,0,0.92,0.12,-0.06,0,0,5/10/16
Kepler-360,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,7.1864526,0.00001842,-0.00001842,0,,,,,,,,,,,,,,,,,,0.17,0.026,-0.012,0,,,,,286.284731,0.000017,44.781555,0.000017,5631,66.51,-70.82,0,0,0.95,0.04,-0.05,0,0,0.92,0.12,-0.06,0,0,5/10/16
Kepler-361,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,8.48653576,0.00004587,-0.00004587,0,,,,,,,,,,,,,,,,,,0.123,0.019,-0.012,0,,,,,296.803453,0.000019,46.741154,0.000017,6210,89.61,-79.97,0,0,1.17,0.058,-0.054,0,0,1.27,0.19,-0.12,0,0,5/10/16
Kepler-96,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.23846777,0.00000727,-0.00000727,0,,,,,,,,,,,,,,,,,,0.227,0.018,-0.012,0,,,,,297.069643,0.000017,40.525141,0.000017,5825,59.78,-49.48,0,0,1.03,0.031,-0.034,0,0,1.02,0.08,-0.05,0,0,5/10/16
Kepler-98,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.54167663,0.0000012,-0.0000012,0,,,,,,,,,,,,,,,,,,0.188,0.029,-0.029,0,,,,,285.661662,0.000017,37.964506,0.000017,5571,78.77,-68.22,0,0,0.96,0.035,-0.033,0,0,1.02,0.15,-0.1,0,0,5/10/16
Kepler-409,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,68.958608,0.0002138,-0.0002138,0,,,,,,,,,,,,,,,,,,0.087,0.004,-0.003,0,,,,,293.67919,0.000019,46.852764,0.000017,5499,66.37,-52.54,0,0,0.94,0.028,-0.027,0,0,0.9,0.01,-0.02,0,0,5/10/16
Kepler-407,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,0.66930969,0.00000053,-0.00000053,0,,,,,,,,,,,,,,,,,,0.095,0.008,-0.005,0,,,,,286.036347,0.000017,49.614506,0.000017,,,,,,,,,,,,,,,,5/10/16
Kepler-408,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.46502616,0.00000474,-0.00000474,0,,,,,,,,,,,,,,,,,,0.06,0.002,-0.004,0,,,,,284.786175,0.000022,48.423233,0.000019,6192,56.03,-52.08,0,0,1.09,0.04,-0.043,0,0,1.23,0.03,-0.03,0,0,5/10/16
Kepler-93,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,4.72673947,0.00000149,-0.00000149,0,,,,,,,,,,,,,,,,,,0.145,0.004,-0.008,0,,,,,291.418281,0.000017,38.672354,0.000017,,,,,,,,,,,,,,,,5/10/16
Kepler-95,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,11.52306995,0.00000911,-0.00000911,0,,,,,,,,,,,,,,,,,,0.271,0.009,-0.007,0,,,,,284.482459,0.000017,44.398037,0.000017,5720,57.9,-54.56,0,0,1.05,0.049,-0.036,0,0,1.4,0.04,-0.04,0,0,5/10/16
Kepler-131,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,16.09197176,0.0000109,-0.0000109,0,,,,,,,,,,,,,,,,,,0.19,0.015,-0.011,0,,,,,288.530825,0.000019,40.942304,0.000017,5811,69.78,-57.6,0,0,1.04,0.037,-0.032,0,0,1.03,0.08,-0.06,0,0,5/10/16
Kepler-100,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,35.3330866,0.0002155,-0.0002155,0,,,,,,,,,,,,,,,,,,0.132,0.035,-0.005,0,,,,,291.385979,0.000022,41.990273,0.000017,5884,59.98,-53.65,0,0,1.1,0.043,-0.027,0,0,1.5,0.04,-0.03,0,0,5/10/16
Kepler-251,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,16.5141282,0.0000325,-0.0000325,0,,,,,,,,,,,,,,,,,,0.275,0.017,-0.013,0,,,,,296.566237,0.000017,44.105865,0.000017,5622,94.14,-90.81,0,0,0.95,0.04,-0.042,0,0,0.91,0.05,-0.04,0,0,5/10/16
Kepler-251,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,30.1329303,0.0001003,-0.0001003,0,,,,,,,,,,,,,,,,,,0.319,0.018,-0.043,0,,,,,296.566237,0.000017,44.105865,0.000017,5622,94.14,-90.81,0,0,0.95,0.04,-0.042,0,0,0.91,0.05,-0.04,0,0,5/10/16
Kepler-251,e,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,99.6409653,0.0005732,-0.0005732,0,,,,,,,,,,,,,,,,,,0.292,0.051,-0.023,0,,,,,296.566237,0.000017,44.105865,0.000017,5622,94.14,-90.81,0,0,0.95,0.04,-0.042,0,0,0.91,0.05,-0.04,0,0,5/10/16
Kepler-252,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,6.66834872,0.00001898,-0.00001898,0,,,,,,,,,,,,,,,,,,0.122,0.006,-0.008,0,,,,,295.579345,0.000017,44.545963,0.000017,4542,121.14,-114.53,0,0,0.7,0.035,-0.034,0,0,0.66,0.03,-0.03,0,0,5/10/16
Kepler-252,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,10.84844792,0.0000102,-0.0000102,0,,,,,,,,,,,,,,,,,,0.238,0.012,-0.011,0,,,,,295.579345,0.000017,44.545963,0.000017,4542,121.14,-114.53,0,0,0.7,0.035,-0.034,0,0,0.66,0.03,-0.03,0,0,5/10/16
Kepler-253,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,3.78403393,0.00001122,-0.00001122,0,,,,,,,,,,,,,,,,,,0.158,0.013,-0.009,0,,,,,291.841992,0.000019,44.858089,0.000017,5216,68.8,-96.52,0,0,0.85,0.039,-0.042,0,0,0.81,0.05,-0.04,0,0,5/10/16
Kepler-253,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,10.28192877,0.00001849,-0.00001849,0,,,,,,,,,,,,,,,,,,0.245,0.016,-0.014,0,,,,,291.841992,0.000019,44.858089,0.000017,5216,68.8,-96.52,0,0,0.85,0.039,-0.042,0,0,0.81,0.05,-0.04,0,0,5/10/16
Kepler-253,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,18.11989364,0.00003685,-0.00003685,0,,,,,,,,,,,,,,,,,,0.294,0.051,-0.017,0,,,,,291.841992,0.000019,44.858089,0.000017,5216,68.8,-96.52,0,0,0.85,0.039,-0.042,0,0,0.81,0.05,-0.04,0,0,5/10/16
Kepler-304,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,5.31595347,0.00000478,-0.00000478,0,,,,,,,,,,,,,,,,,,0.207,0.01,-0.006,0,,,,,294.441763,0.000019,40.557587,0.000017,4817,68.1,-46.95,0,0,0.8,0.02,-0.026,0,0,0.73,0.01,-0.02,0,0,5/10/16
Kepler-304,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,9.6534764,0.00001102,-0.00001102,0,,,,,,,,,,,,,,,,,,0.236,0.01,-0.007,0,,,,,294.441763,0.000019,40.557587,0.000017,4817,68.1,-46.95,0,0,0.8,0.02,-0.026,0,0,0.73,0.01,-0.02,0,0,5/10/16
Kepler-305,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,16.73865956,0.00008361,-0.00008361,0,,,,,,,,,,,,,,,,,,0.238,0.015,-0.01,0,,,,,299.224311,0.000019,40.343182,0.000017,5117,91.45,-91.3,0,0,0.85,0.031,-0.036,0,0,0.79,0.02,-0.02,0,0,5/10/16
Kepler-306,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,4.64621076,0.00001637,-0.00001637,0,,,,,,,,,,,,,,,,,,0.145,0.007,-0.005,0,,,,,288.538671,0.000019,40.61614,0.000017,5011,60,-47.8,0,0,0.81,0.029,-0.032,0,0,0.74,0.02,-0.02,0,0,5/10/16
Kepler-306,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,7.2402285,0.00001637,-0.00001637,0,,,,,,,,,,,,,,,,,,0.203,0.009,-0.007,0,,,,,288.538671,0.000019,40.61614,0.000017,5011,60,-47.8,0,0,0.81,0.029,-0.032,0,0,0.74,0.02,-0.02,0,0,5/10/16
Kepler-306,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,17.32668599,0.00006979,-0.00006979,0,,,,,,,,,,,,,,,,,,0.203,0.005,-0.012,0,,,,,288.538671,0.000019,40.61614,0.000017,5011,60,-47.8,0,0,0.81,0.029,-0.032,0,0,0.74,0.02,-0.02,0,0,5/10/16
Kepler-306,e,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,4,44.8412214,0.0002879,-0.0002879,0,,,,,,,,,,,,,,,,,,0.21,0.01,-0.009,0,,,,,288.538671,0.000019,40.61614,0.000017,5011,60,-47.8,0,0,0.81,0.029,-0.032,0,0,0.74,0.02,-0.02,0,0,5/10/16
Kepler-308,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,9.69502544,0.00005085,-0.00005085,0,,,,,,,,,,,,,,,,,,0.19,0.023,-0.016,0,,,,,295.785154,0.000025,40.43955,0.000017,5532,167.25,-95.67,0,0,0.92,0.055,-0.053,0,0,0.89,0.1,-0.07,0,0,5/10/16
Kepler-361,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,55.1866695,0.0003294,-0.0003294,0,,,,,,,,,,,,,,,,,,0.21,0.031,-0.02,0,,,,,296.803453,0.000019,46.741154,0.000017,6210,89.61,-79.97,0,0,1.17,0.058,-0.054,0,0,1.27,0.19,-0.12,0,0,5/10/16
Kepler-362,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,10.32738017,0.00008134,-0.00008134,0,,,,,,,,,,,,,,,,,,0.089,0.012,-0.01,0,,,,,291.771639,0.000022,47.529903,0.000017,5528,105.9,-80.65,0,0,0.86,0.062,-0.07,0,0,0.83,0.09,-0.08,0,0,5/10/16
Kepler-362,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,37.8658982,0.0001984,-0.0001984,0,,,,,,,,,,,,,,,,,,0.17,0.022,-0.026,0,,,,,291.771639,0.000022,47.529903,0.000017,5528,105.9,-80.65,0,0,0.86,0.062,-0.07,0,0,0.83,0.09,-0.08,0,0,5/10/16
Kepler-363,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,3.61461353,0.00002528,-0.00002528,0,,,,,,,,,,,,,,,,,,0.089,0.017,-0.015,0,,,,,283.192081,0.000017,41.305393,0.000017,5681,58.1,-67.77,0,0,1.1,0.105,-0.049,0,0,1.29,0.26,-0.2,0,0,5/10/16
Kepler-363,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,7.54233911,0.00003981,-0.00003981,0,,,,,,,,,,,,,,,,,,0.126,0.025,-0.021,0,,,,,283.192081,0.000017,41.305393,0.000017,5681,58.1,-67.77,0,0,1.1,0.105,-0.049,0,0,1.29,0.26,-0.2,0,0,5/10/16
Kepler-363,d,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,11.9320869,0.00005534,-0.00005534,0,,,,,,,,,,,,,,,,,,0.163,0.043,-0.028,0,,,,,283.192081,0.000017,41.305393,0.000017,5681,58.1,-67.77,0,0,1.1,0.105,-0.049,0,0,1.29,0.26,-0.2,0,0,5/10/16
Kepler-364,b,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,25.7457529,0.0003214,-0.0003214,0,,,,,,,,,,,,,,,,,,0.146,0.032,-0.021,0,,,,,281.569933,0.000025,47.398697,0.000017,6177,71.18,-51.95,0,0,1.19,0.098,-0.056,0,0,1.38,0.29,-0.2,0,0,5/10/16
Kepler-364,c,0,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,59.9810586,0.0005512,-0.0005512,0,,,,,,,,,,,,,,,,,,0.214,0.045,-0.03,0,,,,,281.569933,0.000025,47.398697,0.000017,6177,71.18,-51.95,0,0,1.19,0.098,-0.056,0,0,1.38,0.29,-0.2,0,0,5/10/16
