rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbincllim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjlim,pl_dens,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefflim,st_teffblend,st_mass,st_masslim,st_massblend,st_rad,st_radlim,st_radblend,TEFF_COLOR,PL_TYPE,PA
       1,         439,a,Direct Imaging,           6,      64.8530,       0,     0.218655,       0,      0.00000,       0,     -135.761,       0,   0.00414333,       0,Mass,    0.0977795,       0, , ,       0,       0,       0,       0,00h05m24.43s,      1.35178,-37d21m26.5s,     -37.3574,      4.36053,       0,      8.56000,       0,       0,       0,V (Johnson),      4049.60,       0,       0,     0.331586,       0,       0,     0.335047,       0,       0, ,Warm_Earth,      158.302
       2,         439,b,Direct Imaging,           6,      61.6546,       0,     0.211405,       0,      0.00000,       0,     -135.084,       0,   0.00263658,       0,Mass,    0.0841031,       0, , ,       0,       0,       0,       0,00h05m24.43s,      1.35178,-37d21m26.5s,     -37.3574,      4.36053,       0,      8.56000,       0,       0,       0,V (Johnson),      4049.60,       0,       0,     0.331586,       0,       0,     0.335047,       0,       0, ,Warm_Earth,      158.302
       3,         439,c,Direct Imaging,           6,      33.9685,       0,     0.142077,       0,      0.00000,       0,     -135.488,       0,  0.000946757,       0,Mass,    0.0597784,       0, , ,       0,       0,       0,       0,00h05m24.43s,      1.35178,-37d21m26.5s,     -37.3574,      4.36053,       0,      8.56000,       0,       0,       0,V (Johnson),      4049.60,       0,       0,     0.331586,       0,       0,     0.335047,       0,       0, ,Warm_Earth,      158.302
       4,         439,d,Direct Imaging,           6,      520.169,       0,     0.876130,       0,      0.00000,       0,     -134.949,       0,   0.00480813,       0,Mass,     0.102752,       0, , ,       0,       0,       0,       0,00h05m24.43s,      1.35178,-37d21m26.5s,     -37.3574,      4.36053,       0,      8.56000,       0,       0,       0,V (Johnson),      4049.60,       0,       0,     0.331586,       0,       0,     0.335047,       0,       0, ,Cold_Earth,      158.302
       5,         439,e,Direct Imaging,           6,      3.01299,       0,    0.0282577,       0,      0.00000,       0,     -138.224,       0,    0.0287980,       0,Mass,     0.245578,       0, , ,       0,       0,       0,       0,00h05m24.43s,      1.35178,-37d21m26.5s,     -37.3574,      4.36053,       0,      8.56000,       0,       0,       0,V (Johnson),      4049.60,       0,       0,     0.331586,       0,       0,     0.335047,       0,       0, ,Hot_Neptune,      158.302
       6,         439,f,Direct Imaging,           6,      92.0393,       0,     0.276135,       0,      0.00000,       0,     -135.467,       0,    0.0160580,       0,Mass,     0.175887,       0, , ,       0,       0,       0,       0,00h05m24.43s,      1.35178,-37d21m26.5s,     -37.3574,      4.36053,       0,      8.56000,       0,       0,       0,V (Johnson),      4049.60,       0,       0,     0.331586,       0,       0,     0.335047,       0,       0, ,Cold_Neptune,      158.302
       7,         544,a,Direct Imaging,           7,      159.599,       0,     0.552302,       0,      0.00000,       0,     -93.8390,       0,   0.00287334,       0,Mass,    0.0865487,       0, , ,       0,       0,       0,       0,00h06m36.78s,      1.65327,+29d01m17.4s,      29.0215,      13.7024,       0,      6.07000,       0,       0,       0,V (Johnson),      5407.60,       0,       0,     0.882371,       0,       0,     0.878462,       0,       0, ,Hot_Earth,      56.9454
       8,         544,b,Direct Imaging,           7,      178.856,       0,     0.595880,       0,      0.00000,       0,     -90.0194,       0,   0.00390724,       0,Mass,    0.0958860,       0, , ,       0,       0,       0,       0,00h06m36.78s,      1.65327,+29d01m17.4s,      29.0215,      13.7024,       0,      6.07000,       0,       0,       0,V (Johnson),      5407.60,       0,       0,     0.882371,       0,       0,     0.878462,       0,       0, ,Hot_Earth,      56.9454
       9,         544,c,Direct Imaging,           7,      320.441,       0,     0.879000,       0,      0.00000,       0,     -94.6147,       0,   0.00506388,       0,Mass,     0.104542,       0, , ,       0,       0,       0,       0,00h06m36.78s,      1.65327,+29d01m17.4s,      29.0215,      13.7024,       0,      6.07000,       0,       0,       0,V (Johnson),      5407.60,       0,       0,     0.882371,       0,       0,     0.878462,       0,       0, ,Warm_Earth,      56.9454
      10,         544,d,Direct Imaging,           7,      278.984,       0,     0.801450,       0,      0.00000,       0,     -91.9254,       0,   0.00299314,       0,Mass,    0.0877352,       0, , ,       0,       0,       0,       0,00h06m36.78s,      1.65327,+29d01m17.4s,      29.0215,      13.7024,       0,      6.07000,       0,       0,       0,V (Johnson),      5407.60,       0,       0,     0.882371,       0,       0,     0.878462,       0,       0, ,Warm_Earth,      56.9454
      11,         544,e,Direct Imaging,           7,      6.41452,       0,    0.0648037,       0,      0.00000,       0,     -93.6700,       0,    0.0318799,       0,Mass,     0.260268,       0, , ,       0,       0,       0,       0,00h06m36.78s,      1.65327,+29d01m17.4s,      29.0215,      13.7024,       0,      6.07000,       0,       0,       0,V (Johnson),      5407.60,       0,       0,     0.882371,       0,       0,     0.878462,       0,       0, ,Hot_Neptune,      56.9454
      12,         544,f,Direct Imaging,           7,      412.818,       0,      1.04071,       0,      0.00000,       0,     -93.0354,       0,    0.0251126,       0,Mass,     0.227095,       0, , ,       0,       0,       0,       0,00h06m36.78s,      1.65327,+29d01m17.4s,      29.0215,      13.7024,       0,      6.07000,       0,       0,       0,V (Johnson),      5407.60,       0,       0,     0.882371,       0,       0,     0.878462,       0,       0, ,Warm_Neptune,      56.9454
      13,         544,g,Direct Imaging,           7,      220.740,       0,     0.685611,       0,      0.00000,       0,     -94.5758,       0,    0.0236530,       0,Mass,     0.219455,       0, , ,       0,       0,       0,       0,00h06m36.78s,      1.65327,+29d01m17.4s,      29.0215,      13.7024,       0,      6.07000,       0,       0,       0,V (Johnson),      5407.60,       0,       0,     0.882371,       0,       0,     0.878462,       0,       0, ,Warm_Neptune,      56.9454
      14,         746,a,Direct Imaging,           3,      12013.8,       0,      14.0184,       0,      0.00000,       0,      46.7778,       0,   0.00443183,       0,Mass,    0.0999983,       0, , ,       0,       0,       0,       0,00h09m10.69s,      2.29452,+59d08m59.2s,      59.1498,      16.6973,       0,      2.28000,       0,       0,       0,V (Johnson),      6820.00,       0,       0,      2.54633,       0,       0,      3.90556,       0,       0, ,Cold_Earth,      72.2639
      15,         746,b,Direct Imaging,           3,      1145.01,       0,      2.92495,       0,      0.00000,       0,      44.6142,       0,    0.0131784,       0,Mass,     0.157105,       0, , ,       0,       0,       0,       0,00h09m10.69s,      2.29452,+59d08m59.2s,      59.1498,      16.6973,       0,      2.28000,       0,       0,       0,V (Johnson),      6820.00,       0,       0,      2.54633,       0,       0,      3.90556,       0,       0, ,Hot_Neptune,      72.2639
      16,         746,c,Direct Imaging,           3,      3881.40,       0,      6.60040,       0,      0.00000,       0,      45.0273,       0,      1.00076,       0,Mass,      1.03272,       0, , ,       0,       0,       0,       0,00h09m10.69s,      2.29452,+59d08m59.2s,      59.1498,      16.6973,       0,      2.28000,       0,       0,       0,V (Johnson),      6820.00,       0,       0,      2.54633,       0,       0,      3.90556,       0,       0, ,Warm_Jupiter,      72.2639
      17,         910, , , , , , , , , , , , , , , , , , , , , , ,00h11m15.86s,      2.81607,-15d28m04.7s,     -15.4680,      18.8893,       0,      4.89000,       0,       0,       0,V (Johnson),      6336.60,       0,       0,      1.38771,       0,       0,      1.51673,       0,       0, , , 
      18,         950,a,Direct Imaging,           4,      19.5808,       0,     0.157914,       0,      0.00000,       0,     -36.8597,       0,   0.00611163,       0,Mass,     0.111306,       0, , ,       0,       0,       0,       0,00h11m44.01s,      2.93337,-35d07m59.2s,     -35.1331,      21.8103,       0,      5.24000,       0,       0,       0,V (Johnson),      6457.30,       0,       0,      1.37018,       0,       0,      1.44113,       0,       0, ,Hot_Earth,      198.427
      19,         950,b,Direct Imaging,           4,      230.736,       0,     0.817729,       0,      0.00000,       0,     -35.9152,       0,   0.00104382,       0,Mass,    0.0617552,       0, , ,       0,       0,       0,       0,00h11m44.01s,      2.93337,-35d07m59.2s,     -35.1331,      21.8103,       0,      5.24000,       0,       0,       0,V (Johnson),      6457.30,       0,       0,      1.37018,       0,       0,      1.44113,       0,       0, ,Hot_Earth,      198.427
      20,         950,c,Direct Imaging,           4,      3745.27,       0,      5.24229,       0,      0.00000,       0,     -34.4432,       0,   0.00719304,       0,Mass,     0.117517,       0, , ,       0,       0,       0,       0,00h11m44.01s,      2.93337,-35d07m59.2s,     -35.1331,      21.8103,       0,      5.24000,       0,       0,       0,V (Johnson),      6457.30,       0,       0,      1.37018,       0,       0,      1.44113,       0,       0, ,Cold_Earth,      198.427
      21,         950,d,Direct Imaging,           4,      97.3978,       0,     0.460149,       0,      0.00000,       0,     -36.2884,       0,    0.0116318,       0,Mass,     0.146288,       0, , ,       0,       0,       0,       0,00h11m44.01s,      2.93337,-35d07m59.2s,     -35.1331,      21.8103,       0,      5.24000,       0,       0,       0,V (Johnson),      6457.30,       0,       0,      1.37018,       0,       0,      1.44113,       0,       0, ,Hot_Neptune,      198.427
      22,        1031,a,Direct Imaging,           1,      51.6389,       0,     0.254134,       0,      0.00000,       0,      149.235,       0,    0.0110460,       0,Mass,     0.142032,       0, , ,       0,       0,       0,       0,00h12m50.25s,      3.20938,-57d54m45.4s,     -57.9126,      20.3335,       0,      7.22000,       0,       0,       0,V (Johnson),      5346.00,       0,       0,     0.821137,       0,       0,     0.790702,       0,       0, ,Hot_Neptune,      14.0732
      23,        1349,a,Direct Imaging,           3,      97.5557,       0,     0.407862,       0,      0.00000,       0,      33.6725,       0,   0.00715274,       0,Mass,     0.117298,       0, , ,       0,       0,       0,       0,00h16m53.89s,      4.22456,-52d39m04.1s,     -52.6511,      23.0150,       0,      6.84000,       0,       0,       0,V (Johnson),      5700.50,       0,       0,     0.951076,       0,       0,     0.918249,       0,       0, ,Hot_Earth,      148.539
      24,        1349,b,Direct Imaging,           3,      631.715,       0,      1.41697,       0,      0.00000,       0,      31.6816,       0,  0.000792267,       0,Mass,    0.0563320,       0, , ,       0,       0,       0,       0,00h16m53.89s,      4.22456,-52d39m04.1s,     -52.6511,      23.0150,       0,      6.84000,       0,       0,       0,V (Johnson),      5700.50,       0,       0,     0.951076,       0,       0,     0.918249,       0,       0, ,Warm_Earth,      148.539
      25,        1349,c,Direct Imaging,           3,      2005.77,       0,      3.06101,       0,      0.00000,       0,      31.9380,       0,    0.0238586,       0,Mass,     0.220544,       0, , ,       0,       0,       0,       0,00h16m53.89s,      4.22456,-52d39m04.1s,     -52.6511,      23.0150,       0,      6.84000,       0,       0,       0,V (Johnson),      5700.50,       0,       0,     0.951076,       0,       0,     0.918249,       0,       0, ,Cold_Neptune,      148.539
      26,        1444,a,Direct Imaging,           2,      970.632,       0,      1.98421,       0,      0.00000,       0,      30.2304,       0,   0.00155055,       0,Mass,    0.0704628,       0, , ,       0,       0,       0,       0,00h17m58.87s,      4.49530,-13d27m20.3s,     -13.4556,      26.1506,       0,      6.51000,       0,       0,       0,V (Johnson),      5894.60,       0,       0,      1.10620,       0,       0,      1.13649,       0,       0, ,Cold_Earth,      293.992
      27,        1444,b,Direct Imaging,           2,      3248.01,       0,      4.43912,       0,      0.00000,       0,      32.2894,       0,     0.774532,       0,Mass,     0.788238,       0, , ,       0,       0,       0,       0,00h17m58.87s,      4.49530,-13d27m20.3s,     -13.4556,      26.1506,       0,      6.51000,       0,       0,       0,V (Johnson),      5894.60,       0,       0,      1.10620,       0,       0,      1.13649,       0,       0, ,Cold_Jupiter,      293.992
      28,        1475,a,Direct Imaging,           2,      5.52318,       0,    0.0443550,       0,      0.00000,       0,      155.115,       0,   0.00711688,       0,Mass,     0.117101,       0, , ,       0,       0,       0,       0,00h18m22.89s,      4.59536,+44d01m22.6s,      44.0230,      3.56799,       0,      8.09000,       0,       0,       0,V (Johnson),      3865.00,       0,       0,     0.381619,       0,       0,     0.439170,       0,       0, ,Hot_Earth,      260.785
      29,        1475,b,Direct Imaging,           2,      8.82597,       0,    0.0606259,       0,      0.00000,       0,      158.387,       0,    0.0417454,       0,Mass,     0.303620,       0, , ,       0,       0,       0,       0,00h18m22.89s,      4.59536,+44d01m22.6s,      44.0230,      3.56799,       0,      8.09000,       0,       0,       0,V (Johnson),      3865.00,       0,       0,     0.381619,       0,       0,     0.439170,       0,       0, ,Hot_Neptune,      260.785
      30,        1499,a,Direct Imaging,           2,      1909.03,       0,      3.07343,       0,      0.00000,       0,     -106.826,       0,   0.00760317,       0,Mass,     0.119710,       0, , ,       0,       0,       0,       0,00h18m41.87s,      4.67445,-08d03m10.8s,     -8.05300,      23.4357,       0,      6.47000,       0,       0,       0,V (Johnson),      5639.80,       0,       0,      1.06274,       0,       0,      1.13440,       0,       0, ,Cold_Earth,      201.074
      31,        1499,b,Direct Imaging,           2,      114.397,       0,     0.470644,       0,      0.00000,       0,     -108.582,       0,    0.0494635,       0,Mass,     0.334527,       0, , ,       0,       0,       0,       0,00h18m41.87s,      4.67445,-08d03m10.8s,     -8.05300,      23.4357,       0,      6.47000,       0,       0,       0,V (Johnson),      5639.80,       0,       0,      1.06274,       0,       0,      1.13440,       0,       0, ,Hot_Neptune,      201.074
      32,        1599, , , , , , , , , , , , , , , , , , , , , , ,00h20m04.26s,      5.01775,-64d52m29.2s,     -64.8748,      8.59254,       0,      4.23000,       0,       0,       0,V (Johnson),      5979.20,       0,       0,      1.06368,       0,       0,      1.03862,       0,       0, , , 
      33,        1803,a,Direct Imaging,           1,      957.018,       0,      1.90037,       0,      0.00000,       0,      88.2674,       0,    0.0217565,       0,Mass,     0.209221,       0, , ,       0,       0,       0,       0,00h22m51.79s,      5.71578,-12d12m34.0s,     -12.2094,      20.3874,       0,      6.39000,       0,       0,       0,V (Johnson),      5687.30,       0,       0,     0.999662,       0,       0,      1.00553,       0,       0, ,Cold_Neptune,      339.862
      34,        2021,a,Direct Imaging,           3,      26.0563,       0,     0.193884,       0,      0.00000,       0,      159.166,       0,   0.00791125,       0,Mass,     0.121305,       0, , ,       0,       0,       0,       0,00h25m45.07s,      6.43780,-77d15m15.3s,     -77.2542,      7.47496,       0,      2.82000,       0,       0,       0,V (Johnson),      5826.20,       0,       0,      1.43213,       0,       0,      1.81732,       0,       0, ,Hot_Earth,      84.9264
      35,        2021,b,Direct Imaging,           3,      15.7712,       0,     0.138732,       0,      0.00000,       0,      159.753,       0,   0.00812621,       0,Mass,     0.122394,       0, , ,       0,       0,       0,       0,00h25m45.07s,      6.43780,-77d15m15.3s,     -77.2542,      7.47496,       0,      2.82000,       0,       0,       0,V (Johnson),      5826.20,       0,       0,      1.43213,       0,       0,      1.81732,       0,       0, ,Hot_Earth,      84.9264
      36,        2021,c,Direct Imaging,           3,      24.3485,       0,     0.185317,       0,      0.00000,       0,      157.624,       0,    0.0203407,       0,Mass,     0.201329,       0, , ,       0,       0,       0,       0,00h25m45.07s,      6.43780,-77d15m15.3s,     -77.2542,      7.47496,       0,      2.82000,       0,       0,       0,V (Johnson),      5826.20,       0,       0,      1.43213,       0,       0,      1.81732,       0,       0, ,Hot_Neptune,      84.9264
      37,        2072,a,Direct Imaging,           7,      434.141,       0,      1.41360,       0,      0.00000,       0,     -104.846,       0,   0.00384622,       0,Mass,    0.0953841,       0, , ,       0,       0,       0,       0,00h26m12.20s,      6.55084,-43d40m47.4s,     -43.6798,      23.5239,       0,      3.93000,       0,       0,       0,V (Johnson),      7918.00,       0,       0,      1.99938,       0,       0,      1.88848,       0,       0, ,Hot_Earth,      313.200
      38,        2072,b,Direct Imaging,           7,      122.428,       0,     0.607892,       0,      0.00000,       0,     -105.002,       0,   0.00224986,       0,Mass,    0.0797719,       0, , ,       0,       0,       0,       0,00h26m12.20s,      6.55084,-43d40m47.4s,     -43.6798,      23.5239,       0,      3.93000,       0,       0,       0,V (Johnson),      7918.00,       0,       0,      1.99938,       0,       0,      1.88848,       0,       0, ,Hot_Earth,      313.200
      39,        2072,c,Direct Imaging,           7,      17415.1,       0,      16.5649,       0,      0.00000,       0,     -107.255,       0,   0.00270731,       0,Mass,    0.0848485,       0, , ,       0,       0,       0,       0,00h26m12.20s,      6.55084,-43d40m47.4s,     -43.6798,      23.5239,       0,      3.93000,       0,       0,       0,V (Johnson),      7918.00,       0,       0,      1.99938,       0,       0,      1.88848,       0,       0, ,Cold_Earth,      313.200
      40,        2072,d,Direct Imaging,           7,      116.174,       0,     0.587009,       0,      0.00000,       0,     -105.780,       0,    0.0172951,       0,Mass,     0.183507,       0, , ,       0,       0,       0,       0,00h26m12.20s,      6.55084,-43d40m47.4s,     -43.6798,      23.5239,       0,      3.93000,       0,       0,       0,V (Johnson),      7918.00,       0,       0,      1.99938,       0,       0,      1.88848,       0,       0, ,Hot_Neptune,      313.200
      41,        2072,e,Direct Imaging,           7,      2517.41,       0,      4.56255,       0,      0.00000,       0,     -108.038,       0,    0.0102880,       0,Mass,     0.136377,       0, , ,       0,       0,       0,       0,00h26m12.20s,      6.55084,-43d40m47.4s,     -43.6798,      23.5239,       0,      3.93000,       0,       0,       0,V (Johnson),      7918.00,       0,       0,      1.99938,       0,       0,      1.88848,       0,       0, ,Warm_Neptune,      313.200
      42,        2072,f,Direct Imaging,           7,      2156.65,       0,      4.11552,       0,      0.00000,       0,     -106.976,       0,   0.00961001,       0,Mass,     0.131167,       0, , ,       0,       0,       0,       0,00h26m12.20s,      6.55084,-43d40m47.4s,     -43.6798,      23.5239,       0,      3.93000,       0,       0,       0,V (Johnson),      7918.00,       0,       0,      1.99938,       0,       0,      1.88848,       0,       0, ,Warm_Neptune,      313.200
      43,        2072,g,Direct Imaging,           7,      3443.42,       0,      5.62210,       0,      0.00000,       0,     -105.916,       0,    0.0127527,       0,Mass,     0.154184,       0, , ,       0,       0,       0,       0,00h26m12.20s,      6.55084,-43d40m47.4s,     -43.6798,      23.5239,       0,      3.93000,       0,       0,       0,V (Johnson),      7918.00,       0,       0,      1.99938,       0,       0,      1.88848,       0,       0, ,Cold_Neptune,      313.200
      44,        2711,a,Direct Imaging,           5,      147.074,       0,     0.606954,       0,      0.00000,       0,     -109.683,       0,  0.000716274,       0,Mass,    0.0544701,       0, , ,       0,       0,       0,       0,00h34m27.83s,      8.61597,-52d22m23.1s,     -52.3731,      25.6213,       0,      5.57000,       0,       0,       0,V (Johnson),      6400.40,       0,       0,      1.37904,       0,       0,      1.47731,       0,       0, ,Hot_Earth,      15.9907
      45,        2711,b,Direct Imaging,           5,      37.4974,       0,     0.244043,       0,      0.00000,       0,     -107.544,       0,  0.000785440,       0,Mass,    0.0561698,       0, , ,       0,       0,       0,       0,00h34m27.83s,      8.61597,-52d22m23.1s,     -52.3731,      25.6213,       0,      5.57000,       0,       0,       0,V (Johnson),      6400.40,       0,       0,      1.37904,       0,       0,      1.47731,       0,       0, ,Hot_Earth,      15.9907
      46,        2711,c,Direct Imaging,           5,      1503.11,       0,      2.85842,       0,      0.00000,       0,     -107.387,       0,  0.000837309,       0,Mass,    0.0573799,       0, , ,       0,       0,       0,       0,00h34m27.83s,      8.61597,-52d22m23.1s,     -52.3731,      25.6213,       0,      5.57000,       0,       0,       0,V (Johnson),      6400.40,       0,       0,      1.37904,       0,       0,      1.47731,       0,       0, ,Cold_Earth,      15.9907
      47,        2711,d,Direct Imaging,           5,      20.7707,       0,     0.164601,       0,      0.00000,       0,     -106.504,       0,    0.0196376,       0,Mass,     0.197322,       0, , ,       0,       0,       0,       0,00h34m27.83s,      8.61597,-52d22m23.1s,     -52.3731,      25.6213,       0,      5.57000,       0,       0,       0,V (Johnson),      6400.40,       0,       0,      1.37904,       0,       0,      1.47731,       0,       0, ,Hot_Neptune,      15.9907
      48,        2711,e,Direct Imaging,           5,      10679.0,       0,      10.5638,       0,      0.00000,       0,     -106.956,       0,    0.0105371,       0,Mass,     0.138255,       0, , ,       0,       0,       0,       0,00h34m27.83s,      8.61597,-52d22m23.1s,     -52.3731,      25.6213,       0,      5.57000,       0,       0,       0,V (Johnson),      6400.40,       0,       0,      1.37904,       0,       0,      1.47731,       0,       0, ,Cold_Neptune,      15.9907
      49,        3093,a,Direct Imaging,           1,      825.156,       0,      1.62625,       0,      0.00000,       0,      114.913,       0,    0.0322700,       0,Mass,     0.262083,       0, , ,       0,       0,       0,       0,00h39m21.81s,      9.84086,+21d15m01.7s,      21.2505,      11.1074,       0,      5.88000,       0,       0,       0,V (Johnson),      5159.00,       0,       0,     0.842695,       0,       0,     0.885790,       0,       0, ,Cold_Neptune,      132.714
      50,        3170,a,Direct Imaging,           4,      746.199,       0,      1.74664,       0,      0.00000,       0,     -103.042,       0,   0.00139630,       0,Mass,    0.0680442,       0, , ,       0,       0,       0,       0,00h40m25.67s,      10.1070,-59d27m16.6s,     -59.4546,      25.4712,       0,      5.89000,       0,       0,       0,V (Johnson),      6024.80,       0,       0,      1.27669,       0,       0,      1.41340,       0,       0, ,Warm_Earth,      39.8565
      51,        3170,b,Direct Imaging,           4,      13.5636,       0,     0.120749,       0,      0.00000,       0,     -103.331,       0,    0.0184034,       0,Mass,     0.190137,       0, , ,       0,       0,       0,       0,00h40m25.67s,      10.1070,-59d27m16.6s,     -59.4546,      25.4712,       0,      5.89000,       0,       0,       0,V (Johnson),      6024.80,       0,       0,      1.27669,       0,       0,      1.41340,       0,       0, ,Hot_Neptune,      39.8565
      52,        3170,c,Direct Imaging,           4,      28.0342,       0,     0.195926,       0,      0.00000,       0,     -104.938,       0,    0.0233712,       0,Mass,     0.217957,       0, , ,       0,       0,       0,       0,00h40m25.67s,      10.1070,-59d27m16.6s,     -59.4546,      25.4712,       0,      5.89000,       0,       0,       0,V (Johnson),      6024.80,       0,       0,      1.27669,       0,       0,      1.41340,       0,       0, ,Hot_Neptune,      39.8565
      53,        3170,d,Direct Imaging,           4,      963.665,       0,      2.07134,       0,      0.00000,       0,     -104.301,       0,    0.0161944,       0,Mass,     0.176739,       0, , ,       0,       0,       0,       0,00h40m25.67s,      10.1070,-59d27m16.6s,     -59.4546,      25.4712,       0,      5.89000,       0,       0,       0,V (Johnson),      6024.80,       0,       0,      1.27669,       0,       0,      1.41340,       0,       0, ,Warm_Neptune,      39.8565
      54,        3185, , , , , , , , , , , , , , , , , , , , , , ,00h40m32.81s,      10.1367,-23d48m17.6s,     -23.8049,      28.5551,       0,      6.14000,       0,       0,       0,V (Johnson),      5504.80,       0,       0,      1.30853,       0,       0,      1.69827,       0,       0, , , 
      55,        3206,a,Direct Imaging,           3,      394.312,       0,     0.957687,       0,      0.00000,       0,     -57.8735,       0,  0.000444790,       0,Mass,    0.0464711,       0, , ,       0,       0,       0,       0,00h40m49.27s,      10.2053,+40d11m13.8s,      40.1872,      17.2712,       0,      7.36000,       0,       0,       0,V (Johnson),      4969.30,       0,       0,     0.753653,       0,       0,     0.791420,       0,       0, ,Warm_Earth,      195.478
      56,        3206,b,Direct Imaging,           3,      2277.75,       0,      3.08319,       0,      0.00000,       0,     -56.1498,       0,    0.0100470,       0,Mass,     0.134543,       0, , ,       0,       0,       0,       0,00h40m49.27s,      10.2053,+40d11m13.8s,      40.1872,      17.2712,       0,      7.36000,       0,       0,       0,V (Johnson),      4969.30,       0,       0,     0.753653,       0,       0,     0.791420,       0,       0, ,Cold_Neptune,      195.478
      57,        3206,c,Direct Imaging,           3,      924.568,       0,      1.69027,       0,      0.00000,       0,     -57.9788,       0,   0.00935541,       0,Mass,     0.129170,       0, , ,       0,       0,       0,       0,00h40m49.27s,      10.2053,+40d11m13.8s,      40.1872,      17.2712,       0,      7.36000,       0,       0,       0,V (Johnson),      4969.30,       0,       0,     0.753653,       0,       0,     0.791420,       0,       0, ,Cold_Neptune,      195.478
      58,        3497,a,Direct Imaging,           4,      224.716,       0,     0.722542,       0,      0.00000,       0,     -100.380,       0,  0.000582385,       0,Mass,    0.0508395,       0, , ,       0,       0,       0,       0,00h44m39.27s,      11.1636,-65d38m58.3s,     -65.6495,      21.8531,       0,      6.55000,       0,       0,       0,V (Johnson),      5700.50,       0,       0,     0.996559,       0,       0,     0.996466,       0,       0, ,Hot_Earth,      220.896
      59,        3497,b,Direct Imaging,           4,      99.6867,       0,     0.420274,       0,      0.00000,       0,     -101.769,       0,   0.00187754,       0,Mass,    0.0751037,       0, , ,       0,       0,       0,       0,00h44m39.27s,      11.1636,-65d38m58.3s,     -65.6495,      21.8531,       0,      6.55000,       0,       0,       0,V (Johnson),      5700.50,       0,       0,     0.996559,       0,       0,     0.996466,       0,       0, ,Hot_Earth,      220.896
      60,        3497,c,Direct Imaging,           4,      301.080,       0,     0.878138,       0,      0.00000,       0,     -98.5994,       0,   0.00329596,       0,Mass,    0.0905994,       0, , ,       0,       0,       0,       0,00h44m39.27s,      11.1636,-65d38m58.3s,     -65.6495,      21.8531,       0,      6.55000,       0,       0,       0,V (Johnson),      5700.50,       0,       0,     0.996559,       0,       0,     0.996466,       0,       0, ,Warm_Earth,      220.896
      61,        3497,d,Direct Imaging,           4,      739.119,       0,      1.59803,       0,      0.00000,       0,     -98.3785,       0,   0.00272840,       0,Mass,    0.0850683,       0, , ,       0,       0,       0,       0,00h44m39.27s,      11.1636,-65d38m58.3s,     -65.6495,      21.8531,       0,      6.55000,       0,       0,       0,V (Johnson),      5700.50,       0,       0,     0.996559,       0,       0,     0.996466,       0,       0, ,Warm_Earth,      220.896
      62,        3505,a,Direct Imaging,           4,      1269.83,       0,      2.66733,       0,      0.00000,       0,      75.6533,       0,   0.00289830,       0,Mass,    0.0867986,       0, , ,       0,       0,       0,       0,00h44m44.40s,      11.1850,-22d00m22.1s,     -22.0061,      27.8396,       0,      5.22000,       0,       0,       0,V (Johnson),      6964.00,       0,       0,      1.57007,       0,       0,      1.61607,       0,       0, ,Warm_Earth,      337.153
      63,        3505,b,Direct Imaging,           4,      29287.6,       0,      21.6124,       0,      0.00000,       0,      78.1924,       0,   0.00366479,       0,Mass,    0.0938602,       0, , ,       0,       0,       0,       0,00h44m44.40s,      11.1850,-22d00m22.1s,     -22.0061,      27.8396,       0,      5.22000,       0,       0,       0,V (Johnson),      6964.00,       0,       0,      1.57007,       0,       0,      1.61607,       0,       0, ,Cold_Earth,      337.153
      64,        3505,c,Direct Imaging,           4,      187.909,       0,     0.746239,       0,      0.00000,       0,      75.9132,       0,    0.0150597,       0,Mass,     0.169554,       0, , ,       0,       0,       0,       0,00h44m44.40s,      11.1850,-22d00m22.1s,     -22.0061,      27.8396,       0,      5.22000,       0,       0,       0,V (Johnson),      6964.00,       0,       0,      1.57007,       0,       0,      1.61607,       0,       0, ,Hot_Neptune,      337.153
      65,        3505,d,Direct Imaging,           4,      20.7182,       0,     0.171586,       0,      0.00000,       0,      78.6145,       0,    0.0143112,       0,Mass,     0.164685,       0, , ,       0,       0,       0,       0,00h44m44.40s,      11.1850,-22d00m22.1s,     -22.0061,      27.8396,       0,      5.22000,       0,       0,       0,V (Johnson),      6964.00,       0,       0,      1.57007,       0,       0,      1.61607,       0,       0, ,Hot_Neptune,      337.153
      66,        3810,a,Direct Imaging,           2,      759.046,       0,      1.87127,       0,      0.00000,       0,     -56.0292,       0,  0.000481179,       0,Mass,    0.0477053,       0, , ,       0,       0,       0,       0,00h48m58.71s,      12.2446,+16d56m26.3s,      16.9406,      23.9234,       0,      5.07000,       0,       0,       0,V (Johnson),      6273.60,       0,       0,      1.51722,       0,       0,      1.80004,       0,       0, ,Warm_Earth,      241.274
