rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbincllim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjlim,pl_dens,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefflim,st_teffblend,st_mass,st_masslim,st_massblend,st_rad,st_radlim,st_radblend,TEFF_COLOR,PL_TYPE,PA
     240,       16852,c,Direct Imaging,           4,      183.529,       0,     0.701587,       0,      0.00000,       0,      96.2869,       0,    0.0306728,       0,Mass,     0.254590,       0, , ,       0,       0,       0,       0,03h36m52.38s,      54.2183,+00d24m06.0s,     0.401662,      13.7193,       0,      4.29000,       0,       0,       0,V (Johnson),      5983.00,       0,       0,      1.36779,       0,       0,      1.61123,       0,       0, ,Hot_Neptune,      37.8093
     241,       16852,d,Direct Imaging,           4,      90.2610,       0,     0.437132,       0,      0.00000,       0,      100.308,       0,    0.0191139,       0,Mass,     0.194298,       0, , ,       0,       0,       0,       0,03h36m52.38s,      54.2183,+00d24m06.0s,     0.401662,      13.7193,       0,      4.29000,       0,       0,       0,V (Johnson),      5983.00,       0,       0,      1.36779,       0,       0,      1.61123,       0,       0, ,Hot_Neptune,      37.8093
     242,       17147,a,Direct Imaging,           3,      14.7579,       0,     0.118116,       0,      0.00000,       0,     -63.8465,       0,  0.000622089,       0,Mass,    0.0519696,       0, , ,       0,       0,       0,       0,03h40m22.06s,      55.0919,-03d13m01.1s,     -3.21698,      24.3487,       0,      6.68000,       0,       0,       0,V (Johnson),      6062.80,       0,       0,      1.00939,       0,       0,     0.928086,       0,       0, ,Hot_Earth,      55.0981
     243,       17147,b,Direct Imaging,           3,      88.6014,       0,     0.390169,       0,      0.00000,       0,     -65.1023,       0,   0.00100652,       0,Mass,    0.0610106,       0, , ,       0,       0,       0,       0,03h40m22.06s,      55.0919,-03d13m01.1s,     -3.21698,      24.3487,       0,      6.68000,       0,       0,       0,V (Johnson),      6062.80,       0,       0,      1.00939,       0,       0,     0.928086,       0,       0, ,Hot_Earth,      55.0981
     244,       17147,c,Direct Imaging,           3,      5150.87,       0,      5.85526,       0,      0.00000,       0,     -65.3945,       0,     0.289391,       0,Mass,     0.545799,       0, , ,       0,       0,       0,       0,03h40m22.06s,      55.0919,-03d13m01.1s,     -3.21698,      24.3487,       0,      6.68000,       0,       0,       0,V (Johnson),      6062.80,       0,       0,      1.00939,       0,       0,     0.928086,       0,       0, ,Cold_Jupiter,      55.0981
     245,       17378,a,Direct Imaging,           3,      854.625,       0,      1.98132,       0,      0.00000,       0,     -155.124,       0,   0.00166482,       0,Mass,    0.0721529,       0, , ,       0,       0,       0,       0,03h43m14.90s,      55.8121,-09d45m48.2s,     -9.76340,      9.04323,       0,      3.52000,       0,       0,       0,V (Johnson),      5014.50,       0,       0,      1.42067,       0,       0,      2.34915,       0,       0, ,Warm_Earth,      35.6792
     246,       17378,b,Direct Imaging,           3,      1828.01,       0,      3.28919,       0,      0.00000,       0,     -154.710,       0,   0.00122909,       0,Mass,    0.0652119,       0, , ,       0,       0,       0,       0,03h43m14.90s,      55.8121,-09d45m48.2s,     -9.76340,      9.04323,       0,      3.52000,       0,       0,       0,V (Johnson),      5014.50,       0,       0,      1.42067,       0,       0,      2.34915,       0,       0, ,Cold_Earth,      35.6792
     247,       17378,c,Direct Imaging,           3,      93.0753,       0,     0.451849,       0,      0.00000,       0,     -157.841,       0,     0.887087,       0,Mass,     0.859375,       0, , ,       0,       0,       0,       0,03h43m14.90s,      55.8121,-09d45m48.2s,     -9.76340,      9.04323,       0,      3.52000,       0,       0,       0,V (Johnson),      5014.50,       0,       0,      1.42067,       0,       0,      2.34915,       0,       0, ,Hot_Jupiter,      35.6792
     248,       17420,a,Direct Imaging,           3,      46.8329,       0,     0.227376,       0,      0.00000,       0,     -63.3574,       0,   0.00343467,       0,Mass,    0.0918529,       0, , ,       0,       0,       0,       0,03h43m55.34s,      55.9806,-19d06m39.2s,     -19.1109,      14.0509,       0,      7.10000,       0,       0,       0,V (Johnson),      4990.00,       0,       0,     0.715013,       0,       0,     0.714752,       0,       0, ,Hot_Earth,      22.8036
     249,       17420,b,Direct Imaging,           3,      31.3999,       0,     0.174179,       0,      0.00000,       0,     -65.3266,       0,    0.0238737,       0,Mass,     0.220623,       0, , ,       0,       0,       0,       0,03h43m55.34s,      55.9806,-19d06m39.2s,     -19.1109,      14.0509,       0,      7.10000,       0,       0,       0,V (Johnson),      4990.00,       0,       0,     0.715013,       0,       0,     0.714752,       0,       0, ,Hot_Neptune,      22.8036
     250,       17420,c,Direct Imaging,           3,      24.8046,       0,     0.148844,       0,      0.00000,       0,     -65.7347,       0,    0.0356587,       0,Mass,     0.277473,       0, , ,       0,       0,       0,       0,03h43m55.34s,      55.9806,-19d06m39.2s,     -19.1109,      14.0509,       0,      7.10000,       0,       0,       0,V (Johnson),      4990.00,       0,       0,     0.715013,       0,       0,     0.714752,       0,       0, ,Hot_Neptune,      22.8036
     251,       17439,a,Direct Imaging,           4,      6.88137,       0,    0.0653349,       0,      0.00000,       0,      125.750,       0,   0.00701219,       0,Mass,     0.116524,       0, , ,       0,       0,       0,       0,03h44m09.17s,      56.0382,-38d16m54.4s,     -38.2818,      16.2259,       0,      6.99000,       0,       0,       0,V (Johnson),      5114.00,       0,       0,     0.785719,       0,       0,     0.798368,       0,       0, ,Hot_Earth,      82.4197
     252,       17439,b,Direct Imaging,           4,      5.96657,       0,    0.0594081,       0,      0.00000,       0,      125.434,       0,   0.00494495,       0,Mass,     0.103718,       0, , ,       0,       0,       0,       0,03h44m09.17s,      56.0382,-38d16m54.4s,     -38.2818,      16.2259,       0,      6.99000,       0,       0,       0,V (Johnson),      5114.00,       0,       0,     0.785719,       0,       0,     0.798368,       0,       0, ,Hot_Earth,      82.4197
     253,       17439,c,Direct Imaging,           4,      188.966,       0,     0.594682,       0,      0.00000,       0,      127.126,       0,   0.00461586,       0,Mass,     0.101364,       0, , ,       0,       0,       0,       0,03h44m09.17s,      56.0382,-38d16m54.4s,     -38.2818,      16.2259,       0,      6.99000,       0,       0,       0,V (Johnson),      5114.00,       0,       0,     0.785719,       0,       0,     0.798368,       0,       0, ,Warm_Earth,      82.4197
     254,       17439,d,Direct Imaging,           4,      520.104,       0,      1.16794,       0,      0.00000,       0,      124.713,       0,   0.00316337,       0,Mass,    0.0893679,       0, , ,       0,       0,       0,       0,03h44m09.17s,      56.0382,-38d16m54.4s,     -38.2818,      16.2259,       0,      6.99000,       0,       0,       0,V (Johnson),      5114.00,       0,       0,     0.785719,       0,       0,     0.798368,       0,       0, ,Cold_Earth,      82.4197
     255,       17651,a,Direct Imaging,           3,      33.9348,       0,     0.239842,       0,      0.00000,       0,      73.1266,       0,  0.000422051,       0,Mass,    0.0456653,       0, , ,       0,       0,       0,       0,03h46m50.89s,      56.7120,-23d14m59.0s,     -23.2497,      17.9244,       0,      4.22000,       0,       0,       0,V (Johnson),      6568.60,       0,       0,      1.59832,       0,       0,      1.83732,       0,       0, ,Hot_Earth,      239.322
     256,       17651,b,Direct Imaging,           3,      1148.36,       0,      2.50927,       0,      0.00000,       0,      72.6973,       0,   0.00538646,       0,Mass,     0.106717,       0, , ,       0,       0,       0,       0,03h46m50.89s,      56.7120,-23d14m59.0s,     -23.2497,      17.9244,       0,      4.22000,       0,       0,       0,V (Johnson),      6568.60,       0,       0,      1.59832,       0,       0,      1.83732,       0,       0, ,Warm_Earth,      239.322
     257,       17651,c,Direct Imaging,           3,      21294.4,       0,      17.5794,       0,      0.00000,       0,      74.3201,       0,    0.0308424,       0,Mass,     0.255394,       0, , ,       0,       0,       0,       0,03h46m50.89s,      56.7120,-23d14m59.0s,     -23.2497,      17.9244,       0,      4.22000,       0,       0,       0,V (Johnson),      6568.60,       0,       0,      1.59832,       0,       0,      1.83732,       0,       0, ,Cold_Neptune,      239.322
     258,       18512,a,Direct Imaging,           2,      130.472,       0,     0.432234,       0,      0.00000,       0,      47.0554,       0,  0.000447750,       0,Mass,    0.0465740,       0, , ,       0,       0,       0,       0,03h57m28.70s,      59.3696,-01d09m34.0s,     -1.15945,      15.7704,       0,      8.07000,       0,       0,       0,V (Johnson),      4631.00,       0,       0,     0.632853,       0,       0,     0.705080,       0,       0, ,Warm_Earth,      66.8162
     259,       18512,b,Direct Imaging,           2,      50.8164,       0,     0.230521,       0,      0.00000,       0,      45.0334,       0,    0.0570297,       0,Mass,     0.359315,       0, , ,       0,       0,       0,       0,03h57m28.70s,      59.3696,-01d09m34.0s,     -1.15945,      15.7704,       0,      8.07000,       0,       0,       0,V (Johnson),      4631.00,       0,       0,     0.632853,       0,       0,     0.705080,       0,       0, ,Hot_Jupiter,      66.8162
     260,       18844,a,Direct Imaging,           1,      58.9113,       0,     0.300439,       0,      0.00000,       0,      121.195,       0,   0.00572749,       0,Mass,     0.108923,       0, , ,       0,       0,       0,       0,04h02m26.97s,      60.6124,-61d21m25.0s,     -61.3569,      25.7136,       0,      6.74000,       0,       0,       0,V (Johnson),      5662.30,       0,       0,      1.04245,       0,       0,      1.08988,       0,       0, ,Hot_Earth,      29.2916
     261,       18859, , , , , , , , , , , , , , , , , , , , , , ,04h02m36.74s,      60.6531,-00d16m08.1s,    -0.268923,      19.2308,       0,      5.38000,       0,       0,       0,V (Johnson),      6214.80,       0,       0,      1.23625,       0,       0,      1.27546,       0,       0, , , 
     262,       19205,a,Direct Imaging,           3,      1246.68,       0,      2.63289,       0,      0.00000,       0,      142.475,       0,   0.00629866,       0,Mass,     0.112430,       0, , ,       0,       0,       0,       0,04h07m00.46s,      61.7519,+29d00m04.7s,      29.0013,      27.5786,       0,      5.21000,       0,       0,       0,V (Johnson),      6920.80,       0,       0,      1.56664,       0,       0,      1.62782,       0,       0, ,Warm_Earth,      204.619
     263,       19205,b,Direct Imaging,           3,      23105.3,       0,      18.4390,       0,      0.00000,       0,      144.281,       0,   0.00329794,       0,Mass,    0.0906176,       0, , ,       0,       0,       0,       0,04h07m00.46s,      61.7519,+29d00m04.7s,      29.0013,      27.5786,       0,      5.21000,       0,       0,       0,V (Johnson),      6920.80,       0,       0,      1.56664,       0,       0,      1.62782,       0,       0, ,Cold_Earth,      204.619
     264,       19205,c,Direct Imaging,           3,      139.029,       0,     0.610003,       0,      0.00000,       0,      144.253,       0,    0.0282069,       0,Mass,     0.242685,       0, , ,       0,       0,       0,       0,04h07m00.46s,      61.7519,+29d00m04.7s,      29.0013,      27.5786,       0,      5.21000,       0,       0,       0,V (Johnson),      6920.80,       0,       0,      1.56664,       0,       0,      1.62782,       0,       0, ,Hot_Neptune,      204.619
     265,       19335,a,Direct Imaging,           2,      189.886,       0,     0.699243,       0,      0.00000,       0,     -69.7753,       0,   0.00539123,       0,Mass,     0.106748,       0, , ,       0,       0,       0,       0,04h08m36.62s,      62.1526,+38d02m23.0s,      38.0397,      21.3356,       0,      5.52000,       0,       0,       0,V (Johnson),      6198.00,       0,       0,      1.26496,       0,       0,      1.33299,       0,       0, ,Hot_Earth,      347.139
     266,       19335,b,Direct Imaging,           2,      290.121,       0,     0.927581,       0,      0.00000,       0,     -67.6135,       0,    0.0309123,       0,Mass,     0.255725,       0, , ,       0,       0,       0,       0,04h08m36.62s,      62.1526,+38d02m23.0s,      38.0397,      21.3356,       0,      5.52000,       0,       0,       0,V (Johnson),      6198.00,       0,       0,      1.26496,       0,       0,      1.33299,       0,       0, ,Hot_Neptune,      347.139
     267,       19422,a,Direct Imaging,           4,      246.495,       0,     0.689370,       0,      0.00000,       0,     -144.437,       0,   0.00489894,       0,Mass,     0.103395,       0, , ,       0,       0,       0,       0,04h09m35.04s,      62.3960,+69d32m29.0s,      69.5414,      18.4604,       0,      7.70000,       0,       0,       0,V (Johnson),      4938.80,       0,       0,     0.719320,       0,       0,     0.740312,       0,       0, ,Warm_Earth,      291.705
     268,       19422,b,Direct Imaging,           4,      191.372,       0,     0.582326,       0,      0.00000,       0,     -142.294,       0,   0.00231872,       0,Mass,    0.0805776,       0, , ,       0,       0,       0,       0,04h09m35.04s,      62.3960,+69d32m29.0s,      69.5414,      18.4604,       0,      7.70000,       0,       0,       0,V (Johnson),      4938.80,       0,       0,     0.719320,       0,       0,     0.740312,       0,       0, ,Warm_Earth,      291.705
     269,       19422,c,Direct Imaging,           4,      289.025,       0,     0.766544,       0,      0.00000,       0,     -144.851,       0,    0.0248854,       0,Mass,     0.225918,       0, , ,       0,       0,       0,       0,04h09m35.04s,      62.3960,+69d32m29.0s,      69.5414,      18.4604,       0,      7.70000,       0,       0,       0,V (Johnson),      4938.80,       0,       0,     0.719320,       0,       0,     0.740312,       0,       0, ,Warm_Neptune,      291.705
     270,       19422,d,Direct Imaging,           4,      1552.92,       0,      2.35151,       0,      0.00000,       0,     -145.134,       0,    0.0243504,       0,Mass,     0.223130,       0, , ,       0,       0,       0,       0,04h09m35.04s,      62.3960,+69d32m29.0s,      69.5414,      18.4604,       0,      7.70000,       0,       0,       0,V (Johnson),      4938.80,       0,       0,     0.719320,       0,       0,     0.740312,       0,       0, ,Cold_Neptune,      291.705
     271,       19849,a,Direct Imaging,           7,      25.2194,       0,     0.154925,       0,      0.00000,       0,      12.4979,       0,   0.00847403,       0,Mass,     0.124116,       0, , ,       0,       0,       0,       0,04h15m16.32s,      63.8180,-07d39m10.3s,     -7.65287,      5.04439,       0,      4.43000,       0,       0,       0,V (Johnson),      5231.00,       0,       0,     0.779959,       0,       0,     0.752623,       0,       0, ,Hot_Earth,      120.292
     272,       19849,b,Direct Imaging,           7,      25.7544,       0,     0.157108,       0,      0.00000,       0,      14.7445,       0,   0.00104852,       0,Mass,    0.0618478,       0, , ,       0,       0,       0,       0,04h15m16.32s,      63.8180,-07d39m10.3s,     -7.65287,      5.04439,       0,      4.43000,       0,       0,       0,V (Johnson),      5231.00,       0,       0,     0.779959,       0,       0,     0.752623,       0,       0, ,Hot_Earth,      120.292
     273,       19849,c,Direct Imaging,           7,      173.270,       0,     0.559904,       0,      0.00000,       0,      12.8133,       0,   0.00516963,       0,Mass,     0.105265,       0, , ,       0,       0,       0,       0,04h15m16.32s,      63.8180,-07d39m10.3s,     -7.65287,      5.04439,       0,      4.43000,       0,       0,       0,V (Johnson),      5231.00,       0,       0,     0.779959,       0,       0,     0.752623,       0,       0, ,Warm_Earth,      120.292
     274,       19849,d,Direct Imaging,           7,      128.307,       0,     0.458281,       0,      0.00000,       0,      14.6292,       0,    0.0260855,       0,Mass,     0.232081,       0, , ,       0,       0,       0,       0,04h15m16.32s,      63.8180,-07d39m10.3s,     -7.65287,      5.04439,       0,      4.43000,       0,       0,       0,V (Johnson),      5231.00,       0,       0,     0.779959,       0,       0,     0.752623,       0,       0, ,Hot_Neptune,      120.292
     275,       19849,e,Direct Imaging,           7,      161.546,       0,     0.534352,       0,      0.00000,       0,      13.5808,       0,   0.00940124,       0,Mass,     0.129531,       0, , ,       0,       0,       0,       0,04h15m16.32s,      63.8180,-07d39m10.3s,     -7.65287,      5.04439,       0,      4.43000,       0,       0,       0,V (Johnson),      5231.00,       0,       0,     0.779959,       0,       0,     0.752623,       0,       0, ,Warm_Neptune,      120.292
     276,       19849,f,Direct Imaging,           7,      165.264,       0,     0.542519,       0,      0.00000,       0,      12.4003,       0,    0.0144008,       0,Mass,     0.165274,       0, , ,       0,       0,       0,       0,04h15m16.32s,      63.8180,-07d39m10.3s,     -7.65287,      5.04439,       0,      4.43000,       0,       0,       0,V (Johnson),      5231.00,       0,       0,     0.779959,       0,       0,     0.752623,       0,       0, ,Warm_Neptune,      120.292
     277,       19849,g,Direct Imaging,           7,      384.410,       0,     0.952416,       0,      0.00000,       0,      12.4088,       0,    0.0437602,       0,Mass,     0.311909,       0, , ,       0,       0,       0,       0,04h15m16.32s,      63.8180,-07d39m10.3s,     -7.65287,      5.04439,       0,      4.43000,       0,       0,       0,V (Johnson),      5231.00,       0,       0,     0.779959,       0,       0,     0.752623,       0,       0, ,Warm_Neptune,      120.292
     278,       19855,a,Direct Imaging,           1,      869.495,       0,      1.70877,       0,      0.00000,       0,      38.9316,       0,  0.000768990,       0,Mass,    0.0557749,       0, , ,       0,       0,       0,       0,04h15m25.79s,      63.8574,+06d11m58.7s,      6.19965,      20.8943,       0,      6.94000,       0,       0,       0,V (Johnson),      5620.00,       0,       0,     0.880428,       0,       0,     0.820496,       0,       0, ,Cold_Earth,      273.109
     279,       19859,a,Direct Imaging,           3,      1486.22,       0,      2.57150,       0,      0.00000,       0,     -55.2111,       0,  0.000403444,       0,Mass,    0.0449841,       0, , ,       0,       0,       0,       0,04h15m28.80s,      63.8700,+06d11m12.7s,      6.18686,      21.1864,       0,      6.32000,       0,       0,       0,V (Johnson),      6002.00,       0,       0,      1.02700,       0,       0,     0.971251,       0,       0, ,Cold_Earth,      75.9109
     280,       19859,b,Direct Imaging,           3,      19.6552,       0,     0.143808,       0,      0.00000,       0,     -55.1787,       0,    0.0405727,       0,Mass,     0.298717,       0, , ,       0,       0,       0,       0,04h15m28.80s,      63.8700,+06d11m12.7s,      6.18686,      21.1864,       0,      6.32000,       0,       0,       0,V (Johnson),      6002.00,       0,       0,      1.02700,       0,       0,     0.971251,       0,       0, ,Hot_Neptune,      75.9109
     281,       19859,c,Direct Imaging,           3,      349.697,       0,     0.980074,       0,      0.00000,       0,     -51.7511,       0,    0.0205816,       0,Mass,     0.202688,       0, , ,       0,       0,       0,       0,04h15m28.80s,      63.8700,+06d11m12.7s,      6.18686,      21.1864,       0,      6.32000,       0,       0,       0,V (Johnson),      6002.00,       0,       0,      1.02700,       0,       0,     0.971251,       0,       0, ,Warm_Neptune,      75.9109
     282,       19884,a,Direct Imaging,           2,      232.901,       0,     0.637365,       0,      0.00000,       0,      78.7121,       0,   0.00361533,       0,Mass,    0.0934360,       0, , ,       0,       0,       0,       0,04h15m56.90s,      63.9871,-53d18m35.3s,     -53.3098,      13.0787,       0,      7.64000,       0,       0,       0,V (Johnson),      4631.00,       0,       0,     0.636798,       0,       0,     0.712788,       0,       0, ,Warm_Earth,      131.943
     283,       19884,b,Direct Imaging,           2,      14.8280,       0,     0.101624,       0,      0.00000,       0,      77.8789,       0,    0.0279787,       0,Mass,     0.241561,       0, , ,       0,       0,       0,       0,04h15m56.90s,      63.9871,-53d18m35.3s,     -53.3098,      13.0787,       0,      7.64000,       0,       0,       0,V (Johnson),      4631.00,       0,       0,     0.636798,       0,       0,     0.712788,       0,       0, ,Hot_Neptune,      131.943
     284,       19921,a,Direct Imaging,           5,      87.9143,       0,     0.467294,       0,      0.00000,       0,     -89.1648,       0,   0.00154475,       0,Mass,    0.0703749,       0, , ,       0,       0,       0,       0,04h16m29.03s,      64.1210,-59d18m07.8s,     -59.3022,      18.2349,       0,      4.44000,       0,       0,       0,V (Johnson),      4697.80,       0,       0,      1.76129,       0,       0,      4.05359,       0,       0, ,Hot_Earth,      335.187
     285,       19921,b,Direct Imaging,           5,      507.232,       0,      1.50322,       0,      0.00000,       0,     -91.2733,       0,    0.0170924,       0,Mass,     0.182275,       0, , ,       0,       0,       0,       0,04h16m29.03s,      64.1210,-59d18m07.8s,     -59.3022,      18.2349,       0,      4.44000,       0,       0,       0,V (Johnson),      4697.80,       0,       0,      1.76129,       0,       0,      4.05359,       0,       0, ,Hot_Neptune,      335.187
     286,       19921,c,Direct Imaging,           5,      67.4104,       0,     0.391473,       0,      0.00000,       0,     -90.5305,       0,    0.0150425,       0,Mass,     0.169443,       0, , ,       0,       0,       0,       0,04h16m29.03s,      64.1210,-59d18m07.8s,     -59.3022,      18.2349,       0,      4.44000,       0,       0,       0,V (Johnson),      4697.80,       0,       0,      1.76129,       0,       0,      4.05359,       0,       0, ,Hot_Neptune,      335.187
     287,       19921,d,Direct Imaging,           5,      344.548,       0,      1.16158,       0,      0.00000,       0,     -89.5018,       0,    0.0533852,       0,Mass,     0.349435,       0, , ,       0,       0,       0,       0,04h16m29.03s,      64.1210,-59d18m07.8s,     -59.3022,      18.2349,       0,      4.44000,       0,       0,       0,V (Johnson),      4697.80,       0,       0,      1.76129,       0,       0,      4.05359,       0,       0, ,Hot_Neptune,      335.187
     288,       19921,e,Direct Imaging,           5,      907.862,       0,      2.21597,       0,      0.00000,       0,     -90.2210,       0,    0.0154696,       0,Mass,     0.172175,       0, , ,       0,       0,       0,       0,04h16m29.03s,      64.1210,-59d18m07.8s,     -59.3022,      18.2349,       0,      4.44000,       0,       0,       0,V (Johnson),      4697.80,       0,       0,      1.76129,       0,       0,      4.05359,       0,       0, ,Warm_Neptune,      335.187
     289,       19990,a,Direct Imaging,           3,      29.2910,       0,     0.222696,       0,      0.00000,       0,      70.2210,       0,   0.00732155,       0,Mass,     0.118213,       0, , ,       0,       0,       0,       0,04h17m15.66s,      64.3153,+20d34m42.9s,      20.5786,      28.6779,       0,      4.93000,       0,       0,       0,V (Johnson),      7431.50,       0,       0,      1.71731,       0,       0,      1.66950,       0,       0, ,Hot_Earth,      257.576
     290,       19990,b,Direct Imaging,           3,      63.9539,       0,     0.374801,       0,      0.00000,       0,      70.2681,       0,    0.0420414,       0,Mass,     0.304848,       0, , ,       0,       0,       0,       0,04h17m15.66s,      64.3153,+20d34m42.9s,      20.5786,      28.6779,       0,      4.93000,       0,       0,       0,V (Johnson),      7431.50,       0,       0,      1.71731,       0,       0,      1.66950,       0,       0, ,Hot_Neptune,      257.576
     291,       19990,c,Direct Imaging,           3,      221.213,       0,     0.857229,       0,      0.00000,       0,      67.2872,       0,     0.101385,       0,Mass,     0.412463,       0, , ,       0,       0,       0,       0,04h17m15.66s,      64.3153,+20d34m42.9s,      20.5786,      28.6779,       0,      4.93000,       0,       0,       0,V (Johnson),      7431.50,       0,       0,      1.71731,       0,       0,      1.66950,       0,       0, ,Hot_Jupiter,      257.576
     292,       20917,a,Direct Imaging,           4,      2.81027,       0,    0.0322342,       0,      0.00000,       0,     -78.5899,       0,  0.000876672,       0,Mass,    0.0582654,       0, , ,       0,       0,       0,       0,04h29m00.12s,      67.2505,+21d55m21.7s,      21.9227,      11.4718,       0,      8.30000,       0,       0,       0,V (Johnson),      4212.50,       0,       0,     0.565761,       0,       0,     0.779975,       0,       0, ,Hot_Earth,      238.342
     293,       20917,b,Direct Imaging,           4,      389.931,       0,     0.863924,       0,      0.00000,       0,     -78.6381,       0,    0.0322657,       0,Mass,     0.262063,       0, , ,       0,       0,       0,       0,04h29m00.12s,      67.2505,+21d55m21.7s,      21.9227,      11.4718,       0,      8.30000,       0,       0,       0,V (Johnson),      4212.50,       0,       0,     0.565761,       0,       0,     0.779975,       0,       0, ,Cold_Neptune,      238.342
     294,       20917,c,Direct Imaging,           4,      144.275,       0,     0.445258,       0,      0.00000,       0,     -78.6476,       0,     0.850867,       0,Mass,     0.834150,       0, , ,       0,       0,       0,       0,04h29m00.12s,      67.2505,+21d55m21.7s,      21.9227,      11.4718,       0,      8.30000,       0,       0,       0,V (Johnson),      4212.50,       0,       0,     0.565761,       0,       0,     0.779975,       0,       0, ,Warm_Jupiter,      238.342
     295,       20917,d,Direct Imaging,           4,      409.756,       0,     0.892965,       0,      0.00000,       0,     -76.2707,       0,     0.675886,       0,Mass,     0.736521,       0, , ,       0,       0,       0,       0,04h29m00.12s,      67.2505,+21d55m21.7s,      21.9227,      11.4718,       0,      8.30000,       0,       0,       0,V (Johnson),      4212.50,       0,       0,     0.565761,       0,       0,     0.779975,       0,       0, ,Cold_Jupiter,      238.342
     296,       21547,a,Direct Imaging,           4,      176.162,       0,     0.723204,       0,      0.00000,       0,      122.718,       0,   0.00668882,       0,Mass,     0.114705,       0, , ,       0,       0,       0,       0,04h37m36.13s,      69.4006,-02d28m24.8s,     -2.47355,      29.7619,       0,      5.22000,       0,       0,       0,V (Johnson),      7303.40,       0,       0,      1.62607,       0,       0,      1.57191,       0,       0, ,Hot_Earth,      46.3548
     297,       21547,b,Direct Imaging,           4,      293.858,       0,      1.01721,       0,      0.00000,       0,      121.372,       0,    0.0110935,       0,Mass,     0.142380,       0, , ,       0,       0,       0,       0,04h37m36.13s,      69.4006,-02d28m24.8s,     -2.47355,      29.7619,       0,      5.22000,       0,       0,       0,V (Johnson),      7303.40,       0,       0,      1.62607,       0,       0,      1.57191,       0,       0, ,Hot_Neptune,      46.3548
     298,       21547,c,Direct Imaging,           4,      958.643,       0,      2.23747,       0,      0.00000,       0,      119.868,       0,    0.0333776,       0,Mass,     0.267187,       0, , ,       0,       0,       0,       0,04h37m36.13s,      69.4006,-02d28m24.8s,     -2.47355,      29.7619,       0,      5.22000,       0,       0,       0,V (Johnson),      7303.40,       0,       0,      1.62607,       0,       0,      1.57191,       0,       0, ,Warm_Neptune,      46.3548
     299,       21547,d,Direct Imaging,           4,      833.052,       0,      2.03752,       0,      0.00000,       0,      121.929,       0,    0.0420560,       0,Mass,     0.304909,       0, , ,       0,       0,       0,       0,04h37m36.13s,      69.4006,-02d28m24.8s,     -2.47355,      29.7619,       0,      5.22000,       0,       0,       0,V (Johnson),      7303.40,       0,       0,      1.62607,       0,       0,      1.57191,       0,       0, ,Warm_Neptune,      46.3548
     300,       21553,a,Direct Imaging,           1,      1180.97,       0,      1.74724,       0,      0.00000,       0,     -115.650,       0,   0.00195102,       0,Mass,    0.0760710,       0, , ,       0,       0,       0,       0,04h37m40.93s,      69.4205,+52d53m37.0s,      52.8936,      10.1916,       0,      8.62000,       0,       0,       0,V (Johnson),      4114.90,       0,       0,     0.510227,       0,       0,     0.691086,       0,       0, ,Cold_Earth,      295.911
     301,       21818,a,Direct Imaging,           2,      2.23929,       0,    0.0277822,       0,      0.00000,       0,      120.040,       0,    0.0430874,       0,Mass,     0.309160,       0, , ,       0,       0,       0,       0,04h41m18.86s,      70.3286,+20d54m05.4s,      20.9015,      13.4898,       0,      8.09000,       0,       0,       0,V (Johnson),      4672.40,       0,       0,     0.570505,       0,       0,     0.572731,       0,       0, ,Hot_Neptune,      359.326
     302,       21818,b,Direct Imaging,           2,      2904.07,       0,      3.30393,       0,      0.00000,       0,      119.135,       0,    0.0100852,       0,Mass,     0.134835,       0, , ,       0,       0,       0,       0,04h41m18.86s,      70.3286,+20d54m05.4s,      20.9015,      13.4898,       0,      8.09000,       0,       0,       0,V (Johnson),      4672.40,       0,       0,     0.570505,       0,       0,     0.572731,       0,       0, ,Cold_Neptune,      359.326
     303,       21861,a,Direct Imaging,           3,      33.2646,       0,     0.238934,       0,      0.00000,       0,      64.2994,       0,   0.00389213,       0,Mass,    0.0957622,       0, , ,       0,       0,       0,       0,04h42m03.48s,      70.5145,-37d08m39.5s,     -37.1443,      27.6549,       0,      5.04000,       0,       0,       0,V (Johnson),      6766.40,       0,       0,      1.64456,       0,       0,      1.84072,       0,       0, ,Hot_Earth,      153.967
     304,       21861,b,Direct Imaging,           3,      120.800,       0,     0.564503,       0,      0.00000,       0,      65.1724,       0,   0.00239096,       0,Mass,    0.0814059,       0, , ,       0,       0,       0,       0,04h42m03.48s,      70.5145,-37d08m39.5s,     -37.1443,      27.6549,       0,      5.04000,       0,       0,       0,V (Johnson),      6766.40,       0,       0,      1.64456,       0,       0,      1.84072,       0,       0, ,Hot_Earth,      153.967
