rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbperlim,pl_orbsmax,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenlim,pl_orbincl,pl_orbincllim,pl_bmassj,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjlim,pl_dens,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefflim,st_teffblend,st_mass,st_masslim,st_massblend,st_rad,st_radlim,st_radblend,TEFF_COLOR,PL_TYPE,PA
81,37279,c,Direct Imaging,4,1268.63,0,2.74601,0,0,0,177.405,0,0.0151742,0,Mass,0.170289,0,--,--,0,0,0,0,07h39m18.12s,114.825,+05d13m30.0s,5.22499,3.49736,0,0.4,0,0,0,V (Johnson),6577.8,0,0,1.71639,0,0,2.07685,0,0,--,Warm_Neptune,178.891
82,37279,d,Direct Imaging,4,22511.5,0,18.6816,0,0,0,176.447,0,0.0467779,0,Mass,0.324024,0,--,--,0,0,0,0,07h39m18.12s,114.825,+05d13m30.0s,5.22499,3.49736,0,0.4,0,0,0,V (Johnson),6577.8,0,0,1.71639,0,0,2.07685,0,0,--,Cold_Neptune,178.891
83,37826,a,Direct Imaging,4,75.9955,0,0.502139,0,0,0,121.532,0,0.00719821,0,Mass,0.117546,0,--,--,0,0,0,0,07h45m18.95s,116.329,+28d01m34.3s,28.0262,10.337,0,1.16,0,0,0,V (Johnson),4860.1,0,0,2.92467,0,0,8.96611,0,0,--,Hot_Earth,139.03
84,37826,b,Direct Imaging,4,5887.48,0,9.12541,0,0,0,123.938,0,0.000818519,0,Mass,0.0569475,0,--,--,0,0,0,0,07h45m18.95s,116.329,+28d01m34.3s,28.0262,10.337,0,1.16,0,0,0,V (Johnson),4860.1,0,0,2.92467,0,0,8.96611,0,0,--,Warm_Earth,139.03
85,37826,c,Direct Imaging,4,2712.07,0,5.44294,0,0,0,122.608,0,0.0233969,0,Mass,0.218094,0,--,--,0,0,0,0,07h45m18.95s,116.329,+28d01m34.3s,28.0262,10.337,0,1.16,0,0,0,V (Johnson),4860.1,0,0,2.92467,0,0,8.96611,0,0,--,Warm_Neptune,139.03
86,37826,d,Direct Imaging,4,53408.5,0,39.6923,0,0,0,123.309,0,0.0240041,0,Mass,0.221311,0,--,--,0,0,0,0,07h45m18.95s,116.329,+28d01m34.3s,28.0262,10.337,0,1.16,0,0,0,V (Johnson),4860.1,0,0,2.92467,0,0,8.96611,0,0,--,Cold_Neptune,139.03
87,49908,a,Direct Imaging,4,371.953,0,0.818666,0,0,0,-132.536,0,0.0006036,0,Mass,0.0514495,0,--,--,0,0,0,0,10h11m22.14s,152.842,+49d27m15.3s,49.4542,4.87282,0,6.6,0,0,0,V (Johnson),4272.8,0,0,0.529084,0,0,0.665106,0,0,--,Cold_Earth,175.425
88,49908,b,Direct Imaging,4,14.3015,0,0.0932617,0,0,0,-133.456,0,0.0371656,0,Mass,0.284114,0,--,--,0,0,0,0,10h11m22.14s,152.842,+49d27m15.3s,49.4542,4.87282,0,6.6,0,0,0,V (Johnson),4272.8,0,0,0.529084,0,0,0.665106,0,0,--,Hot_Neptune,175.425
89,49908,c,Direct Imaging,4,174.552,0,0.494384,0,0,0,-133.871,0,0.0207898,0,Mass,0.203857,0,--,--,0,0,0,0,10h11m22.14s,152.842,+49d27m15.3s,49.4542,4.87282,0,6.6,0,0,0,V (Johnson),4272.8,0,0,0.529084,0,0,0.665106,0,0,--,Warm_Neptune,175.425
90,49908,d,Direct Imaging,4,71.9122,0,0.273726,0,0,0,-134.963,0,0.013789,0,Mass,0.161224,0,--,--,0,0,0,0,10h11m22.14s,152.842,+49d27m15.3s,49.4542,4.87282,0,6.6,0,0,0,V (Johnson),4272.8,0,0,0.529084,0,0,0.665106,0,0,--,Warm_Neptune,175.425
91,50954,a,Direct Imaging,4,57.3322,0,0.340017,0,0,0,-72.5355,0,0.00398837,0,Mass,0.096545,0,--,--,0,0,0,0,10h24m23.70s,156.099,-74d01m53.8s,-74.0316,16.2153,0,3.99,0,0,0,V (Johnson),6871.9,0,0,1.59546,0,0,1.70103,0,0,--,Hot_Earth,176.118
92,50954,b,Direct Imaging,4,771.546,0,1.92372,0,0,0,-73.9085,0,0.00144352,0,Mass,0.0688028,0,--,--,0,0,0,0,10h24m23.70s,156.099,-74d01m53.8s,-74.0316,16.2153,0,3.99,0,0,0,V (Johnson),6871.9,0,0,1.59546,0,0,1.70103,0,0,--,Warm_Earth,176.118
93,50954,c,Direct Imaging,4,826.699,0,2.01434,0,0,0,-74.6449,0,0.0540319,0,Mass,0.351848,0,--,--,0,0,0,0,10h24m23.70s,156.099,-74d01m53.8s,-74.0316,16.2153,0,3.99,0,0,0,V (Johnson),6871.9,0,0,1.59546,0,0,1.70103,0,0,--,Warm_Neptune,176.118
94,50954,d,Direct Imaging,4,80.6302,0,0.426809,0,0,0,-72.8012,0,0.881971,0,Mass,0.855616,0,--,--,0,0,0,0,10h24m23.70s,156.099,-74d01m53.8s,-74.0316,16.2153,0,3.99,0,0,0,V (Johnson),6871.9,0,0,1.59546,0,0,1.70103,0,0,--,Hot_Jupiter,176.118
95,51459,a,Direct Imaging,4,487.879,0,1.26742,0,0,0,148.529,0,0.000710027,0,Mass,0.0543112,0,--,--,0,0,0,0,10h30m37.58s,157.657,+55d58m49.9s,55.9805,12.8502,0,4.82,0,0,0,V (Johnson),6113.1,0,0,1.1411,0,0,1.13602,0,0,--,Warm_Earth,40.5069
96,51459,b,Direct Imaging,4,4745.59,0,5.77529,0,0,0,151.033,0,0.000496527,0,Mass,0.0482073,0,--,--,0,0,0,0,10h30m37.58s,157.657,+55d58m49.9s,55.9805,12.8502,0,4.82,0,0,0,V (Johnson),6113.1,0,0,1.1411,0,0,1.13602,0,0,--,Cold_Earth,40.5069
97,51459,c,Direct Imaging,4,305.577,0,0.927815,0,0,0,149.181,0,0.0124729,0,Mass,0.152242,0,--,--,0,0,0,0,10h30m37.58s,157.657,+55d58m49.9s,55.9805,12.8502,0,4.82,0,0,0,V (Johnson),6113.1,0,0,1.1411,0,0,1.13602,0,0,--,Hot_Neptune,40.5069
98,51459,d,Direct Imaging,4,889.075,0,1.89092,0,0,0,152.63,0,0.052815,0,Mass,0.347297,0,--,--,0,0,0,0,10h30m37.58s,157.657,+55d58m49.9s,55.9805,12.8502,0,4.82,0,0,0,V (Johnson),6113.1,0,0,1.1411,0,0,1.13602,0,0,--,Warm_Neptune,40.5069
99,54872,a,Direct Imaging,2,3552.29,0,6.1419,0,0,0,101.109,0,0.00106333,0,Mass,0.0621375,0,--,--,0,0,0,0,11h14m06.50s,168.527,+20d31m25.4s,20.5237,17.6929,0,2.56,0,0,0,V (Johnson),8236.8,0,0,2.44947,0,0,2.44456,0,0,--,Warm_Earth,63.5558
100,54872,b,Direct Imaging,2,73718.9,0,46.3821,0,0,0,102.195,0,0.00075053,0,Mass,0.0553249,0,--,--,0,0,0,0,11h14m06.50s,168.527,+20d31m25.4s,20.5237,17.6929,0,2.56,0,0,0,V (Johnson),8236.8,0,0,2.44947,0,0,2.44456,0,0,--,Cold_Earth,63.5558
101,56997,a,Direct Imaging,4,774.983,0,1.57693,0,0,0,30.4795,0,0.000599582,0,Mass,0.0513351,0,--,--,0,0,0,0,11h41m03.01s,175.263,+34d12m05.9s,34.2016,9.54107,0,5.31,0,0,0,V (Johnson),5490.3,0,0,0.871023,0,0,0.83681,0,0,--,Cold_Earth,216.858
102,56997,b,Direct Imaging,4,14.2856,0,0.110039,0,0,0,30.4802,0,0.0227854,0,Mass,0.214819,0,--,--,0,0,0,0,11h41m03.01s,175.263,+34d12m05.9s,34.2016,9.54107,0,5.31,0,0,0,V (Johnson),5490.3,0,0,0.871023,0,0,0.83681,0,0,--,Hot_Neptune,216.858
103,56997,c,Direct Imaging,4,29.3646,0,0.177896,0,0,0,30.9181,0,0.0216393,0,Mass,0.208576,0,--,--,0,0,0,0,11h41m03.01s,175.263,+34d12m05.9s,34.2016,9.54107,0,5.31,0,0,0,V (Johnson),5490.3,0,0,0.871023,0,0,0.83681,0,0,--,Hot_Neptune,216.858
104,56997,d,Direct Imaging,4,272.383,0,0.785362,0,0,0,32.0529,0,0.012946,0,Mass,0.155516,0,--,--,0,0,0,0,11h41m03.01s,175.263,+34d12m05.9s,34.2016,9.54107,0,5.31,0,0,0,V (Johnson),5490.3,0,0,0.871023,0,0,0.83681,0,0,--,Warm_Neptune,216.858
105,57443,a,Direct Imaging,1,3822.5,0,4.69448,0,0,0,73.2085,0,0.00334721,0,Mass,0.0910666,0,--,--,0,0,0,0,11h46m31.07s,176.629,-40d30m01.3s,-40.5004,9.23958,0,4.89,0,0,0,V (Johnson),5671.6,0,0,0.944605,0,0,0.914742,0,0,--,Cold_Earth,32.7827
106,57632,a,Direct Imaging,2,716.497,0,2.01018,0,0,0,-30.8083,0,0.00127568,0,Mass,0.0660255,0,--,--,0,0,0,0,11h49m03.58s,177.265,+14d34m19.4s,14.5721,11.0914,0,2.14,0,0,0,V (Johnson),8538,0,0,2.11085,0,0,1.72096,0,0,--,Hot_Earth,54.5053
107,57632,b,Direct Imaging,2,2516.71,0,4.64495,0,0,0,-30.7515,0,0.0543557,0,Mass,0.353051,0,--,--,0,0,0,0,11h49m03.58s,177.265,+14d34m19.4s,14.5721,11.0914,0,2.14,0,0,0,V (Johnson),8538,0,0,2.11085,0,0,1.72096,0,0,--,Warm_Neptune,54.5053
108,57757,a,Direct Imaging,4,108.278,0,0.501106,0,0,0,-127.601,0,0.00292019,0,Mass,0.0870165,0,--,--,0,0,0,0,11h50m41.72s,177.674,+01d45m53.0s,1.76472,10.9004,0,3.59,0,0,0,V (Johnson),6206.4,0,0,1.43181,0,0,1.65249,0,0,--,Hot_Earth,11.8145
109,57757,b,Direct Imaging,4,664.109,0,1.67904,0,0,0,-125.361,0,0.00718394,0,Mass,0.117468,0,--,--,0,0,0,0,11h50m41.72s,177.674,+01d45m53.0s,1.76472,10.9004,0,3.59,0,0,0,V (Johnson),6206.4,0,0,1.43181,0,0,1.65249,0,0,--,Warm_Earth,11.8145
110,57757,c,Direct Imaging,4,1449.31,0,2.82494,0,0,0,-128.255,0,0.0539249,0,Mass,0.351449,0,--,--,0,0,0,0,11h50m41.72s,177.674,+01d45m53.0s,1.76472,10.9004,0,3.59,0,0,0,V (Johnson),6206.4,0,0,1.43181,0,0,1.65249,0,0,--,Warm_Neptune,11.8145
111,57757,d,Direct Imaging,4,107.204,0,0.497785,0,0,0,-126.569,0,1.00094,0,Mass,1.02475,0,--,--,0,0,0,0,11h50m41.72s,177.674,+01d45m53.0s,1.76472,10.9004,0,3.59,0,0,0,V (Johnson),6206.4,0,0,1.43181,0,0,1.65249,0,0,--,Hot_Jupiter,11.8145
112,59199,a,Direct Imaging,2,711.785,0,1.78492,0,0,0,-41.6449,0,0.000457301,0,Mass,0.0469028,0,--,--,0,0,0,0,12h08m24.82s,182.103,-24d43m44.0s,-24.7289,14.7689,0,4.02,0,0,0,V (Johnson),7043.4,0,0,1.4974,0,0,1.45777,0,0,--,Warm_Earth,241.725
113,59199,b,Direct Imaging,2,18440.3,0,15.6278,0,0,0,-42.4062,0,0.0263445,0,Mass,0.233395,0,--,--,0,0,0,0,12h08m24.82s,182.103,-24d43m44.0s,-24.7289,14.7689,0,4.02,0,0,0,V (Johnson),7043.4,0,0,1.4974,0,0,1.45777,0,0,--,Cold_Neptune,241.725
114,64394,a,Direct Imaging,4,25.3743,0,0.174572,0,0,0,-114.406,0,0.00151592,0,Mass,0.0699343,0,--,--,0,0,0,0,13h11m52.39s,197.968,+27d52m41.5s,27.8782,9.15499,0,4.23,0,0,0,V (Johnson),5994.4,0,0,1.10234,0,0,1.10142,0,0,--,Hot_Earth,22.4853
115,64394,b,Direct Imaging,4,395.013,0,1.08839,0,0,0,-117.328,0,0.0335595,0,Mass,0.268017,0,--,--,0,0,0,0,13h11m52.39s,197.968,+27d52m41.5s,27.8782,9.15499,0,4.23,0,0,0,V (Johnson),5994.4,0,0,1.10234,0,0,1.10142,0,0,--,Warm_Neptune,22.4853
116,64394,c,Direct Imaging,4,3576.51,0,4.72808,0,0,0,-114.544,0,0.0160327,0,Mass,0.175729,0,--,--,0,0,0,0,13h11m52.39s,197.968,+27d52m41.5s,27.8782,9.15499,0,4.23,0,0,0,V (Johnson),5994.4,0,0,1.10234,0,0,1.10142,0,0,--,Cold_Neptune,22.4853
117,64394,d,Direct Imaging,4,14.14,0,0.118216,0,0,0,-113.639,0,0.160561,0,Mass,0.463539,0,--,--,0,0,0,0,13h11m52.39s,197.968,+27d52m41.5s,27.8782,9.15499,0,4.23,0,0,0,V (Johnson),5994.4,0,0,1.10234,0,0,1.10142,0,0,--,Hot_Jupiter,22.4853
118,64924,a,Direct Imaging,3,32.0554,0,0.193887,0,0,0,24.0987,0,0.00150912,0,Mass,0.0698296,0,--,--,0,0,0,0,13h18m24.32s,199.601,-18d18m40.3s,-18.3112,8.52515,0,4.74,0,0,0,V (Johnson),5531.1,0,0,0.946283,0,0,0.955385,0,0,--,Hot_Earth,67.5499
119,64924,b,Direct Imaging,3,462.534,0,1.14915,0,0,0,25.4306,0,0.000780051,0,Mass,0.056041,0,--,--,0,0,0,0,13h18m24.32s,199.601,-18d18m40.3s,-18.3112,8.52515,0,4.74,0,0,0,V (Johnson),5531.1,0,0,0.946283,0,0,0.955385,0,0,--,Warm_Earth,67.5499
120,64924,c,Direct Imaging,3,1031.63,0,1.96168,0,0,0,25.8722,0,0.046091,0,Mass,0.321297,0,--,--,0,0,0,0,13h18m24.32s,199.601,-18d18m40.3s,-18.3112,8.52515,0,4.74,0,0,0,V (Johnson),5531.1,0,0,0.946283,0,0,0.955385,0,0,--,Cold_Neptune,67.5499
121,65109,a,Direct Imaging,7,442.997,0,1.51914,0,0,0,92.3128,0,0.000757597,0,Mass,0.055498,0,--,--,0,0,0,0,13h20m35.82s,200.149,-36d42m44.3s,-36.7123,17.9727,0,2.75,0,0,0,V (Johnson),8736.4,0,0,2.38328,0,0,2.00771,0,0,--,Hot_Earth,298.24
122,65109,b,Direct Imaging,7,1981.28,0,4.12378,0,0,0,92.0287,0,0.00190438,0,Mass,0.0754598,0,--,--,0,0,0,0,13h20m35.82s,200.149,-36d42m44.3s,-36.7123,17.9727,0,2.75,0,0,0,V (Johnson),8736.4,0,0,2.38328,0,0,2.00771,0,0,--,Warm_Earth,298.24
123,65109,c,Direct Imaging,7,8855.01,0,11.189,0,0,0,90.0875,0,0.00232391,0,Mass,0.0806377,0,--,--,0,0,0,0,13h20m35.82s,200.149,-36d42m44.3s,-36.7123,17.9727,0,2.75,0,0,0,V (Johnson),8736.4,0,0,2.38328,0,0,2.00771,0,0,--,Cold_Earth,298.24
124,65109,d,Direct Imaging,7,354.384,0,1.30912,0,0,0,91.9935,0,0.0515226,0,Mass,0.342415,0,--,--,0,0,0,0,13h20m35.82s,200.149,-36d42m44.3s,-36.7123,17.9727,0,2.75,0,0,0,V (Johnson),8736.4,0,0,2.38328,0,0,2.00771,0,0,--,Hot_Neptune,298.24
125,65109,e,Direct Imaging,7,120.245,0,0.636859,0,0,0,89.8864,0,0.0152996,0,Mass,0.171092,0,--,--,0,0,0,0,13h20m35.82s,200.149,-36d42m44.3s,-36.7123,17.9727,0,2.75,0,0,0,V (Johnson),8736.4,0,0,2.38328,0,0,2.00771,0,0,--,Hot_Neptune,298.24
126,65109,f,Direct Imaging,7,5228.26,0,7.87474,0,0,0,89.5568,0,0.0166911,0,Mass,0.179817,0,--,--,0,0,0,0,13h20m35.82s,200.149,-36d42m44.3s,-36.7123,17.9727,0,2.75,0,0,0,V (Johnson),8736.4,0,0,2.38328,0,0,2.00771,0,0,--,Cold_Neptune,298.24
127,65109,g,Direct Imaging,7,34641,0,27.7795,0,0,0,87.9233,0,0.237534,0,Mass,0.515544,0,--,--,0,0,0,0,13h20m35.82s,200.149,-36d42m44.3s,-36.7123,17.9727,0,2.75,0,0,0,V (Johnson),8736.4,0,0,2.38328,0,0,2.00771,0,0,--,Cold_Jupiter,298.24
128,67927,a,Direct Imaging,2,23269.3,0,19.6708,0,0,0,-156.256,0,0.00588402,0,Mass,0.109906,0,--,--,0,0,0,0,13h54m41.08s,208.671,+18d23m51.8s,18.3977,11.3417,0,2.68,0,0,0,V (Johnson),5964,0,0,1.87534,0,0,2.81225,0,0,--,Cold_Earth,330.142
129,67927,b,Direct Imaging,2,7175.96,0,8.97884,0,0,0,-157.243,0,0.0297041,0,Mass,0.249964,0,--,--,0,0,0,0,13h54m41.08s,208.671,+18d23m51.8s,18.3977,11.3417,0,2.68,0,0,0,V (Johnson),5964,0,0,1.87534,0,0,2.81225,0,0,--,Cold_Neptune,330.142
130,70497,a,Direct Imaging,3,47.8516,0,0.295142,0,0,0,75.4062,0,0.00588465,0,Mass,0.10991,0,--,--,0,0,0,0,14h25m11.80s,216.299,+51d51m02.7s,51.8507,14.5709,0,4.04,0,0,0,V (Johnson),6294.6,0,0,1.49789,0,0,1.75131,0,0,--,Hot_Earth,121.622
131,70497,b,Direct Imaging,3,1278,0,2.63706,0,0,0,71.7542,0,0.000418168,0,Mass,0.0455249,0,--,--,0,0,0,0,14h25m11.80s,216.299,+51d51m02.7s,51.8507,14.5709,0,4.04,0,0,0,V (Johnson),6294.6,0,0,1.49789,0,0,1.75131,0,0,--,Warm_Earth,121.622
132,70497,c,Direct Imaging,3,158.273,0,0.655197,0,0,0,72.7453,0,0.0149766,0,Mass,0.169018,0,--,--,0,0,0,0,14h25m11.80s,216.299,+51d51m02.7s,51.8507,14.5709,0,4.04,0,0,0,V (Johnson),6294.6,0,0,1.49789,0,0,1.75131,0,0,--,Hot_Neptune,121.622
133,71284,a,Direct Imaging,1,97.9675,0,0.461713,0,0,0,-72.75,0,0.00434814,0,Mass,0.0993648,0,--,--,0,0,0,0,14h34m40.82s,218.67,+29d44m42.5s,29.7451,15.4655,0,4.47,0,0,0,V (Johnson),6896.4,0,0,1.36815,0,0,1.29206,0,0,--,Hot_Earth,13.4714
134,71681,a,Direct Imaging,6,6.89432,0,0.0669822,0,0,0,-83.2025,0,0.00173972,0,Mass,0.0732191,0,--,--,0,0,0,0,14h39m35.08s,219.896,-60d50m13.8s,-60.8372,1.34749,0,1.35,0,0,0,V (Johnson),5047,0,0,0.843482,0,0,0.929879,0,0,--,Hot_Earth,260.287
135,71681,b,Direct Imaging,6,42.6926,0,0.225874,0,0,0,-80.9411,0,0.000706093,0,Mass,0.0542107,0,--,--,0,0,0,0,14h39m35.08s,219.896,-60d50m13.8s,-60.8372,1.34749,0,1.35,0,0,0,V (Johnson),5047,0,0,0.843482,0,0,0.929879,0,0,--,Hot_Earth,260.287
136,71681,c,Direct Imaging,6,894.217,0,1.7163,0,0,0,-82.3025,0,0.000931964,0,Mass,0.0594654,0,--,--,0,0,0,0,14h39m35.08s,219.896,-60d50m13.8s,-60.8372,1.34749,0,1.35,0,0,0,V (Johnson),5047,0,0,0.843482,0,0,0.929879,0,0,--,Cold_Earth,260.287
137,71681,d,Direct Imaging,6,43.4085,0,0.228392,0,0,0,-80.4662,0,0.031115,0,Mass,0.256681,0,--,--,0,0,0,0,14h39m35.08s,219.896,-60d50m13.8s,-60.8372,1.34749,0,1.35,0,0,0,V (Johnson),5047,0,0,0.843482,0,0,0.929879,0,0,--,Hot_Neptune,260.287
138,71681,e,Direct Imaging,6,7.76127,0,0.0724859,0,0,0,-82.2761,0,0.0113699,0,Mass,0.144397,0,--,--,0,0,0,0,14h39m35.08s,219.896,-60d50m13.8s,-60.8372,1.34749,0,1.35,0,0,0,V (Johnson),5047,0,0,0.843482,0,0,0.929879,0,0,--,Hot_Neptune,260.287
139,71681,f,Direct Imaging,6,407.422,0,1.01624,0,0,0,-83.5664,0,0.00900131,0,Mass,0.126353,0,--,--,0,0,0,0,14h39m35.08s,219.896,-60d50m13.8s,-60.8372,1.34749,0,1.35,0,0,0,V (Johnson),5047,0,0,0.843482,0,0,0.929879,0,0,--,Warm_Neptune,260.287
140,71683,a,Direct Imaging,1,10.5408,0,0.0986061,0,0,0,-114.804,0,0.0343989,0,Mass,0.271828,0,--,--,0,0,0,0,14h39m36.50s,219.902,-60d50m02.3s,-60.834,1.34749,0,-0.01,0,0,0,V (Johnson),5528,0,0,1.15119,0,0,1.34753,0,0,--,Hot_Neptune,294.613
141,77257,a,Direct Imaging,2,765.755,0,1.74789,0,0,0,78.6384,0,0.00198286,0,Mass,0.0764826,0,--,--,0,0,0,0,15h46m26.61s,236.611,+07d21m11.1s,7.35307,11.7536,0,4.42,0,0,0,V (Johnson),5876.6,0,0,1.21491,0,0,1.34528,0,0,--,Warm_Earth,37.4242
142,77257,b,Direct Imaging,2,116.937,0,0.499369,0,0,0,77.2231,0,0.010626,0,Mass,0.13892,0,--,--,0,0,0,0,15h46m26.61s,236.611,+07d21m11.1s,7.35307,11.7536,0,4.42,0,0,0,V (Johnson),5876.6,0,0,1.21491,0,0,1.34528,0,0,--,Hot_Neptune,37.4242
143,77760,a,Direct Imaging,4,475.527,0,1.32327,0,0,0,-105.128,0,0.00255223,0,Mass,0.0831965,0,--,--,0,0,0,0,15h52m40.54s,238.169,+42d27m05.5s,42.4515,15.8529,0,4.6,0,0,0,V (Johnson),6028.6,0,0,1.36702,0,0,1.59152,0,0,--,Hot_Earth,295.887
144,77760,b,Direct Imaging,4,29.4001,0,0.206902,0,0,0,-102.676,0,0.044321,0,Mass,0.314187,0,--,--,0,0,0,0,15h52m40.54s,238.169,+42d27m05.5s,42.4515,15.8529,0,4.6,0,0,0,V (Johnson),6028.6,0,0,1.36702,0,0,1.59152,0,0,--,Hot_Neptune,295.887
145,77760,c,Direct Imaging,4,721.837,0,1.7478,0,0,0,-106.398,0,0.0256744,0,Mass,0.229984,0,--,--,0,0,0,0,15h52m40.54s,238.169,+42d27m05.5s,42.4515,15.8529,0,4.6,0,0,0,V (Johnson),6028.6,0,0,1.36702,0,0,1.59152,0,0,--,Warm_Neptune,295.887
146,77760,d,Direct Imaging,4,2289.22,0,3.77274,0,0,0,-104.178,0,0.00893377,0,Mass,0.125811,0,--,--,0,0,0,0,15h52m40.54s,238.169,+42d27m05.5s,42.4515,15.8529,0,4.6,0,0,0,V (Johnson),6028.6,0,0,1.36702,0,0,1.59152,0,0,--,Cold_Neptune,295.887
147,78072,a,Direct Imaging,5,25.4653,0,0.187069,0,0,0,-103.197,0,0.0012161,0,Mass,0.0649812,0,--,--,0,0,0,0,15h56m27.18s,239.113,+15d39m41.8s,15.6616,11.121,0,3.85,0,0,0,V (Johnson),6374.6,0,0,1.34676,0,0,1.42611,0,0,--,Hot_Earth,6.89331
148,78072,b,Direct Imaging,5,54.8165,0,0.311873,0,0,0,-105.835,0,0.00103836,0,Mass,0.0616473,0,--,--,0,0,0,0,15h56m27.18s,239.113,+15d39m41.8s,15.6616,11.121,0,3.85,0,0,0,V (Johnson),6374.6,0,0,1.34676,0,0,1.42611,0,0,--,Hot_Earth,6.89331
149,78072,c,Direct Imaging,5,274.503,0,0.912852,0,0,0,-102.877,0,0.0166831,0,Mass,0.179768,0,--,--,0,0,0,0,15h56m27.18s,239.113,+15d39m41.8s,15.6616,11.121,0,3.85,0,0,0,V (Johnson),6374.6,0,0,1.34676,0,0,1.42611,0,0,--,Hot_Neptune,6.89331
150,78072,d,Direct Imaging,5,74.4844,0,0.382601,0,0,0,-104.775,0,0.0137738,0,Mass,0.161122,0,--,--,0,0,0,0,15h56m27.18s,239.113,+15d39m41.8s,15.6616,11.121,0,3.85,0,0,0,V (Johnson),6374.6,0,0,1.34676,0,0,1.42611,0,0,--,Hot_Neptune,6.89331
151,78072,e,Direct Imaging,5,1265.06,0,2.528,0,0,0,-103.543,0,0.414066,0,Mass,0.610569,0,--,--,0,0,0,0,15h56m27.18s,239.113,+15d39m41.8s,15.6616,11.121,0,3.85,0,0,0,V (Johnson),6374.6,0,0,1.34676,0,0,1.42611,0,0,--,Warm_Jupiter,6.89331
152,80686,a,Direct Imaging,2,1633.44,0,2.78641,0,0,0,73.0534,0,0.00100325,0,Mass,0.0609444,0,--,--,0,0,0,0,16h28m28.14s,247.117,-70d05m03.9s,-70.0844,12.1051,0,4.9,0,0,0,V (Johnson),6059,0,0,1.0817,0,0,1.04856,0,0,--,Cold_Earth,74.2387
153,80686,b,Direct Imaging,2,108.516,0,0.457058,0,0,0,75.2445,0,0.0383976,0,Mass,0.289458,0,--,--,0,0,0,0,16h28m28.14s,247.117,-70d05m03.9s,-70.0844,12.1051,0,4.9,0,0,0,V (Johnson),6059,0,0,1.0817,0,0,1.04856,0,0,--,Hot_Neptune,74.2387
154,91262,a,Direct Imaging,2,322.213,0,1.34241,0,0,0,-38.1996,0,0.0300809,0,Mass,0.251771,0,--,--,0,0,0,0,18h36m56.34s,279.235,+38d47m01.3s,38.7837,7.75615,0,0.03,0,0,0,V (Johnson),9545,0,0,3.10851,0,0,2.57189,0,0,--,Hot_Neptune,306.189
155,91262,b,Direct Imaging,2,4804.25,0,8.1322,0,0,0,-40.3,0,0.0243187,0,Mass,0.222964,0,--,--,0,0,0,0,18h36m56.34s,279.235,+38d47m01.3s,38.7837,7.75615,0,0.03,0,0,0,V (Johnson),9545,0,0,3.10851,0,0,2.57189,0,0,--,Warm_Neptune,306.189
156,96100,a,Direct Imaging,5,63.1341,0,0.286104,0,0,0,90.0617,0,0.00534119,0,Mass,0.106417,0,--,--,0,0,0,0,19h32m21.59s,293.09,+69d39m40.2s,69.6612,5.76668,0,4.67,0,0,0,V (Johnson),5317.4,0,0,0.783836,0,0,0.736166,0,0,--,Hot_Earth,92.4496
157,96100,b,Direct Imaging,5,7.50841,0,0.0691905,0,0,0,90.2861,0,0.00185271,0,Mass,0.0747711,0,--,--,0,0,0,0,19h32m21.59s,293.09,+69d39m40.2s,69.6612,5.76668,0,4.67,0,0,0,V (Johnson),5317.4,0,0,0.783836,0,0,0.736166,0,0,--,Hot_Earth,92.4496
158,96100,c,Direct Imaging,5,5.87658,0,0.0587622,0,0,0,88.6213,0,0.00788132,0,Mass,0.121152,0,--,--,0,0,0,0,19h32m21.59s,293.09,+69d39m40.2s,69.6612,5.76668,0,4.67,0,0,0,V (Johnson),5317.4,0,0,0.783836,0,0,0.736166,0,0,--,Hot_Earth,92.4496
159,96100,d,Direct Imaging,5,253.916,0,0.72356,0,0,0,89.7864,0,0.0533476,0,Mass,0.349294,0,--,--,0,0,0,0,19h32m21.59s,293.09,+69d39m40.2s,69.6612,5.76668,0,4.67,0,0,0,V (Johnson),5317.4,0,0,0.783836,0,0,0.736166,0,0,--,Warm_Neptune,92.4496
160,96100,e,Direct Imaging,5,2276,0,3.12222,0,0,0,91.1993,0,0.0108187,0,Mass,0.140354,0,--,--,0,0,0,0,19h32m21.59s,293.09,+69d39m40.2s,69.6612,5.76668,0,4.67,0,0,0,V (Johnson),5317.4,0,0,0.783836,0,0,0.736166,0,0,--,Cold_Neptune,92.4496
161,97649,a,Direct Imaging,3,442.571,0,1.41445,0,0,0,-52.1536,0,0.00587482,0,Mass,0.109849,0,--,--,0,0,0,0,19h50m47.00s,297.696,+08d52m06.0s,8.86832,5.14297,0,0.76,0,0,0,V (Johnson),7642.4,0,0,1.92741,0,0,1.92324,0,0,--,Hot_Earth,190.428
162,97649,b,Direct Imaging,3,1134.85,0,2.64987,0,0,0,-50.069,0,0.0506488,0,Mass,0.339084,0,--,--,0,0,0,0,19h50m47.00s,297.696,+08d52m06.0s,8.86832,5.14297,0,0.76,0,0,0,V (Johnson),7642.4,0,0,1.92741,0,0,1.92324,0,0,--,Warm_Neptune,190.428
